TEMPORAL;ESTADO_DATO;IVGS_TIPVENT;IVGS_SERIEIVGS;TERRITORIO;INDICATOR;OBS_VALUE;FREQ
2005-11;P;03;02;C01;INDICE;147.324243821;M
2005-12;P;01;02;C01;INDICE;141.18110661;M
2005-12;P;02;02;C01;INDICE;120.738321064;M
2005-12;P;03;02;C01;INDICE;151.539857402;M
2006-01;P;01;02;C01;INDICE;142.593348099;M
2006-01;P;02;02;C01;INDICE;126.655549325;M
2006-01;P;03;02;C01;INDICE;152.82052104;M
2006-02;P;01;02;C01;INDICE;138.900297405;M
2006-02;P;02;02;C01;INDICE;122.635553322;M
2006-02;P;03;02;C01;INDICE;149.097327902;M
2006-03;P;01;02;C01;INDICE;137.076113836;M
2006-03;P;02;02;C01;INDICE;120.960522469;M
2006-03;P;03;02;C01;INDICE;146.692017614;M
2006-04;P;01;02;C01;INDICE;139.634386443;M
2006-04;P;02;02;C01;INDICE;122.229156852;M
2006-04;P;03;02;C01;INDICE;150.123400878;M
2006-05;P;01;02;C01;INDICE;140.252948793;M
2006-05;P;02;02;C01;INDICE;123.8959534;M
2006-05;P;03;02;C01;INDICE;149.955553725;M
2006-06;P;01;02;C01;INDICE;137.839205189;M
2006-06;P;02;02;C01;INDICE;121.290481245;M
2006-06;P;03;02;C01;INDICE;147.447893476;M
2006-07;P;01;02;C01;INDICE;139.241848325;M
2006-07;P;02;02;C01;INDICE;124.512630838;M
2006-07;P;03;02;C01;INDICE;147.656221313;M
2006-08;P;01;02;C01;INDICE;141.631573284;M
2006-08;P;02;02;C01;INDICE;124.889683134;M
2006-08;P;03;02;C01;INDICE;151.843010309;M
2006-09;P;01;02;C01;INDICE;139.505165683;M
2006-09;P;02;02;C01;INDICE;123.846631769;M
2006-09;P;03;02;C01;INDICE;148.52883037;M
2006-10;P;01;02;C01;INDICE;138.924115174;M
2006-10;P;02;02;C01;INDICE;121.747868384;M
2006-10;P;03;02;C01;INDICE;149.486547431;M
2006-11;P;01;02;C01;INDICE;140.166173023;M
2006-11;P;02;02;C01;INDICE;124.435819166;M
2006-11;P;03;02;C01;INDICE;149.388356193;M
2006-12;P;01;02;C01;INDICE;143.354396289;M
2006-12;P;02;02;C01;INDICE;122.924376341;M
2006-12;P;03;02;C01;INDICE;154.086104182;M
