TEMPORAL;LUGARNACIMIEN;SEXO;TERRITORIO;INDICATOR;OBS_VALUE;FREQ
2009;45873;_T;ES618;ANDALUCES;89.0;A
2009;45873;_T;ES61;ANDALUCES;12490.0;A
2009;45873;_T;ES24;ANDALUCES;1337.0;A
2009;45873;_T;3676;ANDALUCES;13827.0;A
2009;45873;M;ES611;ANDALUCES;21.0;A
2009;45873;M;ES612;ANDALUCES;86.0;A
2009;45873;M;ES613;ANDALUCES;12.0;A
2009;45873;M;ES614;ANDALUCES;30.0;A
2009;45873;M;ES615;ANDALUCES;2.0;A
2009;45873;M;ES616;ANDALUCES;10.0;A
2009;45873;M;ES617;ANDALUCES;5877.0;A
2009;45873;M;ES618;ANDALUCES;39.0;A
2009;45873;M;ES61;ANDALUCES;6077.0;A
2009;45873;M;ES24;ANDALUCES;612.0;A
2009;45873;M;3676;ANDALUCES;6689.0;A
2009;45873;F;ES611;ANDALUCES;10.0;A
2009;45873;F;ES612;ANDALUCES;89.0;A
2009;45873;F;ES613;ANDALUCES;17.0;A
2009;45873;F;ES614;ANDALUCES;43.0;A
2009;45873;F;ES615;ANDALUCES;3.0;A
2009;45873;F;ES616;ANDALUCES;6.0;A
2009;45873;F;ES617;ANDALUCES;6195.0;A
2009;45873;F;ES618;ANDALUCES;50.0;A
2009;45873;F;ES61;ANDALUCES;6413.0;A
2009;45873;F;ES24;ANDALUCES;725.0;A
2009;45873;F;3676;ANDALUCES;7138.0;A
2009;45980;_T;ES611;ANDALUCES;21.0;A
2009;45980;_T;ES612;ANDALUCES;219.0;A
2009;45980;_T;ES613;ANDALUCES;68.0;A
2009;45980;_T;ES614;ANDALUCES;50.0;A
2009;45980;_T;ES615;ANDALUCES;63.0;A
2009;45980;_T;ES616;ANDALUCES;14.0;A
2009;45980;_T;ES617;ANDALUCES;162.0;A
2009;45980;_T;ES618;ANDALUCES;11022.0;A
2009;45980;_T;ES61;ANDALUCES;11619.0;A
2009;45980;_T;ES24;ANDALUCES;1476.0;A
2009;45980;_T;3676;ANDALUCES;13095.0;A
2009;45980;M;ES611;ANDALUCES;10.0;A
2009;45980;M;ES612;ANDALUCES;92.0;A
2009;45980;M;ES613;ANDALUCES;27.0;A
2009;45980;M;ES614;ANDALUCES;21.0;A
2009;45980;M;ES615;ANDALUCES;35.0;A
2009;45980;M;ES616;ANDALUCES;8.0;A
2009;45980;M;ES617;ANDALUCES;85.0;A
2009;45980;M;ES618;ANDALUCES;5287.0;A
2009;45980;M;ES61;ANDALUCES;5565.0;A
2009;45980;M;ES24;ANDALUCES;728.0;A
2009;45980;M;3676;ANDALUCES;6293.0;A
2009;45980;F;ES611;ANDALUCES;11.0;A
2009;45980;F;ES612;ANDALUCES;127.0;A
2009;45980;F;ES613;ANDALUCES;41.0;A
2009;45980;F;ES614;ANDALUCES;29.0;A
2009;45980;F;ES615;ANDALUCES;28.0;A
2009;45980;F;ES616;ANDALUCES;6.0;A
2009;45980;F;ES617;ANDALUCES;77.0;A
2009;45980;F;ES618;ANDALUCES;5735.0;A
2009;45980;F;ES61;ANDALUCES;6054.0;A
2009;45980;F;ES24;ANDALUCES;748.0;A
2009;45980;F;3676;ANDALUCES;6802.0;A
2009;45981;_T;ES611;ANDALUCES;10512.0;A
2009;45981;_T;ES612;ANDALUCES;10996.0;A
2009;45981;_T;ES613;ANDALUCES;8230.0;A
2009;45981;_T;ES614;ANDALUCES;15016.0;A
2009;45981;_T;ES615;ANDALUCES;2786.0;A
2009;45981;_T;ES616;ANDALUCES;5211.0;A
2009;45981;_T;ES617;ANDALUCES;13021.0;A
2009;45981;_T;ES618;ANDALUCES;11804.0;A
2009;45981;_T;ES61;ANDALUCES;77576.0;A
2009;45981;_T;ES24;ANDALUCES;10898.0;A
2009;45981;_T;3676;ANDALUCES;88474.0;A
2009;45981;M;ES611;ANDALUCES;5064.0;A
2009;45981;M;ES612;ANDALUCES;5196.0;A
2009;45981;M;ES613;ANDALUCES;4110.0;A
2009;45981;M;ES614;ANDALUCES;7329.0;A
2009;45981;M;ES615;ANDALUCES;1390.0;A
2009;45981;M;ES616;ANDALUCES;2557.0;A
2009;45981;M;ES617;ANDALUCES;6340.0;A
2009;45981;M;ES618;ANDALUCES;5673.0;A
2009;45981;M;ES61;ANDALUCES;37659.0;A
2009;45981;M;ES24;ANDALUCES;5288.0;A
2009;45981;M;3676;ANDALUCES;42947.0;A
2009;45981;F;ES611;ANDALUCES;5448.0;A
2009;45981;F;ES612;ANDALUCES;5800.0;A
2009;45981;F;ES613;ANDALUCES;4120.0;A
2009;45981;F;ES614;ANDALUCES;7687.0;A
2009;45981;F;ES615;ANDALUCES;1396.0;A
2009;45981;F;ES616;ANDALUCES;2654.0;A
2009;45981;F;ES617;ANDALUCES;6681.0;A
2009;45981;F;ES618;ANDALUCES;6131.0;A
2009;45981;F;ES61;ANDALUCES;39917.0;A
2009;45981;F;ES24;ANDALUCES;5610.0;A
2009;45981;F;3676;ANDALUCES;45527.0;A
2010;45230;_T;ES611;ANDALUCES;10218.0;A
2010;45230;_T;ES612;ANDALUCES;16.0;A
2010;45230;_T;ES613;ANDALUCES;14.0;A
2010;45230;_T;ES614;ANDALUCES;75.0;A
2010;45230;_T;ES615;ANDALUCES;3.0;A
2010;45230;_T;ES616;ANDALUCES;8.0;A
2010;45230;_T;ES617;ANDALUCES;36.0;A
2010;45230;_T;ES618;ANDALUCES;36.0;A
2010;45230;_T;ES61;ANDALUCES;10406.0;A
2010;45230;_T;ES24;ANDALUCES;1110.0;A
2010;45230;_T;3676;ANDALUCES;11516.0;A
2010;45230;M;ES611;ANDALUCES;4893.0;A
2010;45230;M;ES612;ANDALUCES;8.0;A
2010;45230;M;ES613;ANDALUCES;8.0;A
2010;45230;M;ES614;ANDALUCES;26.0;A
2010;45230;M;ES615;ANDALUCES;2.0;A
2010;45230;M;ES616;ANDALUCES;6.0;A
2010;45230;M;ES617;ANDALUCES;23.0;A
2010;45230;M;ES618;ANDALUCES;22.0;A
2010;45230;M;ES61;ANDALUCES;4988.0;A
2010;45230;M;ES24;ANDALUCES;580.0;A
2010;45230;M;3676;ANDALUCES;5568.0;A
2010;45230;F;ES611;ANDALUCES;5325.0;A
2010;45230;F;ES612;ANDALUCES;8.0;A
2010;45230;F;ES613;ANDALUCES;6.0;A
2010;45230;F;ES614;ANDALUCES;49.0;A
2010;45230;F;ES615;ANDALUCES;1.0;A
2010;45230;F;ES616;ANDALUCES;2.0;A
2010;45230;F;ES617;ANDALUCES;13.0;A
2010;45230;F;ES618;ANDALUCES;14.0;A
2010;45230;F;ES61;ANDALUCES;5418.0;A
2010;45230;F;ES24;ANDALUCES;530.0;A
2010;45230;F;3676;ANDALUCES;5948.0;A
2010;45276;_T;ES611;ANDALUCES;11.0;A
2010;45276;_T;ES612;ANDALUCES;10441.0;A
2010;45276;_T;ES613;ANDALUCES;15.0;A
2010;45276;_T;ES614;ANDALUCES;42.0;A
2010;45276;_T;ES615;ANDALUCES;16.0;A
2010;45276;_T;ES616;ANDALUCES;4.0;A
2010;45276;_T;ES617;ANDALUCES;268.0;A
2010;45276;_T;ES618;ANDALUCES;215.0;A
2010;45276;_T;ES61;ANDALUCES;11012.0;A
2010;45276;_T;ES24;ANDALUCES;1225.0;A
2010;45276;_T;3676;ANDALUCES;12237.0;A
2010;45276;M;ES611;ANDALUCES;4.0;A
2010;45276;M;ES612;ANDALUCES;4947.0;A
2010;45276;M;ES613;ANDALUCES;9.0;A
2010;45276;M;ES614;ANDALUCES;22.0;A
2010;45276;M;ES615;ANDALUCES;10.0;A
2010;45276;M;ES616;ANDALUCES;1.0;A
2010;45276;M;ES617;ANDALUCES;126.0;A
2010;45276;M;ES618;ANDALUCES;110.0;A
2010;45276;M;ES61;ANDALUCES;5229.0;A
2010;45276;M;ES24;ANDALUCES;583.0;A
2010;45276;M;3676;ANDALUCES;5812.0;A
2010;45276;F;ES611;ANDALUCES;7.0;A
2010;45276;F;ES612;ANDALUCES;5494.0;A
2010;45276;F;ES613;ANDALUCES;6.0;A
2010;45276;F;ES614;ANDALUCES;20.0;A
2010;45276;F;ES615;ANDALUCES;6.0;A
2010;45276;F;ES616;ANDALUCES;3.0;A
2010;45276;F;ES617;ANDALUCES;142.0;A
2010;45276;F;ES618;ANDALUCES;105.0;A
2010;45276;F;ES61;ANDALUCES;5783.0;A
2010;45276;F;ES24;ANDALUCES;642.0;A
2010;45276;F;3676;ANDALUCES;6425.0;A
2010;45354;_T;ES611;ANDALUCES;18.0;A
2010;45354;_T;ES612;ANDALUCES;44.0;A
2010;45354;_T;ES613;ANDALUCES;7942.0;A
2010;45354;_T;ES614;ANDALUCES;35.0;A
2010;45354;_T;ES615;ANDALUCES;13.0;A
2010;45354;_T;ES616;ANDALUCES;28.0;A
2010;45354;_T;ES617;ANDALUCES;191.0;A
2010;45354;_T;ES618;ANDALUCES;133.0;A
2010;45354;_T;ES61;ANDALUCES;8404.0;A
2010;45354;_T;ES24;ANDALUCES;1709.0;A
2010;45354;_T;3676;ANDALUCES;10113.0;A
2010;45354;M;ES611;ANDALUCES;9.0;A
2010;45354;M;ES612;ANDALUCES;18.0;A
2010;45354;M;ES613;ANDALUCES;3976.0;A
2010;45354;M;ES614;ANDALUCES;17.0;A
2010;45354;M;ES615;ANDALUCES;6.0;A
2010;45354;M;ES616;ANDALUCES;16.0;A
2010;45354;M;ES617;ANDALUCES;87.0;A
2010;45354;M;ES618;ANDALUCES;71.0;A
2010;45354;M;ES61;ANDALUCES;4200.0;A
2010;45354;M;ES24;ANDALUCES;804.0;A
2010;45354;M;3676;ANDALUCES;5004.0;A
2010;45354;F;ES611;ANDALUCES;9.0;A
2010;45354;F;ES612;ANDALUCES;26.0;A
2010;45354;F;ES613;ANDALUCES;3966.0;A
2010;45354;F;ES614;ANDALUCES;18.0;A
2010;45354;F;ES615;ANDALUCES;7.0;A
2010;45354;F;ES616;ANDALUCES;12.0;A
2010;45354;F;ES617;ANDALUCES;104.0;A
2010;45354;F;ES618;ANDALUCES;62.0;A
2010;45354;F;ES61;ANDALUCES;4204.0;A
2010;45354;F;ES24;ANDALUCES;905.0;A
2010;45354;F;3676;ANDALUCES;5109.0;A
2010;45576;_T;ES611;ANDALUCES;123.0;A
2010;45576;_T;ES612;ANDALUCES;61.0;A
2010;45576;_T;ES613;ANDALUCES;44.0;A
2010;45576;_T;ES614;ANDALUCES;14478.0;A
2010;45576;_T;ES615;ANDALUCES;5.0;A
2010;45576;_T;ES616;ANDALUCES;49.0;A
2010;45576;_T;ES617;ANDALUCES;194.0;A
2010;45576;_T;ES618;ANDALUCES;79.0;A
2010;45576;_T;ES61;ANDALUCES;15033.0;A
2010;45576;_T;ES24;ANDALUCES;1750.0;A
2010;45576;_T;3676;ANDALUCES;16783.0;A
2010;45576;M;ES611;ANDALUCES;64.0;A
2010;45576;M;ES612;ANDALUCES;30.0;A
2010;45576;M;ES613;ANDALUCES;19.0;A
2010;45576;M;ES614;ANDALUCES;7092.0;A
2010;45576;M;ES615;ANDALUCES;1.0;A
2010;45576;M;ES616;ANDALUCES;20.0;A
2010;45576;M;ES617;ANDALUCES;85.0;A
2010;45576;M;ES618;ANDALUCES;39.0;A
2010;45576;M;ES61;ANDALUCES;7350.0;A
2010;45576;M;ES24;ANDALUCES;892.0;A
2010;45576;M;3676;ANDALUCES;8242.0;A
2010;45576;F;ES611;ANDALUCES;59.0;A
2010;45576;F;ES612;ANDALUCES;31.0;A
2010;45576;F;ES613;ANDALUCES;25.0;A
2010;45576;F;ES614;ANDALUCES;7386.0;A
2010;45576;F;ES615;ANDALUCES;4.0;A
2010;45576;F;ES616;ANDALUCES;29.0;A
2010;45576;F;ES617;ANDALUCES;109.0;A
2010;45576;F;ES618;ANDALUCES;40.0;A
2010;45576;F;ES61;ANDALUCES;7683.0;A
2010;45576;F;ES24;ANDALUCES;858.0;A
2010;45576;F;3676;ANDALUCES;8541.0;A
2010;45657;_T;ES611;ANDALUCES;7.0;A
2010;45657;_T;ES612;ANDALUCES;26.0;A
2010;45657;_T;ES613;ANDALUCES;11.0;A
2010;45657;_T;ES614;ANDALUCES;9.0;A
2010;45657;_T;ES615;ANDALUCES;2694.0;A
2010;45657;_T;ES616;ANDALUCES;4.0;A
2010;45657;_T;ES617;ANDALUCES;14.0;A
2010;45657;_T;ES618;ANDALUCES;150.0;A
2010;45657;_T;ES61;ANDALUCES;2915.0;A
2010;45657;_T;ES24;ANDALUCES;426.0;A
2010;45657;_T;3676;ANDALUCES;3341.0;A
2010;45657;M;ES611;ANDALUCES;4.0;A
2010;45657;M;ES612;ANDALUCES;9.0;A
2010;45657;M;ES613;ANDALUCES;5.0;A
2010;45657;M;ES614;ANDALUCES;4.0;A
2010;45657;M;ES615;ANDALUCES;1338.0;A
2010;45657;M;ES616;ANDALUCES;1.0;A
2010;45657;M;ES617;ANDALUCES;8.0;A
2010;45657;M;ES618;ANDALUCES;64.0;A
2010;45657;M;ES61;ANDALUCES;1433.0;A
2010;45657;M;ES24;ANDALUCES;216.0;A
2010;45657;M;3676;ANDALUCES;1649.0;A
2010;45657;F;ES611;ANDALUCES;3.0;A
2010;45657;F;ES612;ANDALUCES;17.0;A
2010;45657;F;ES613;ANDALUCES;6.0;A
2010;45657;F;ES614;ANDALUCES;5.0;A
2010;45657;F;ES615;ANDALUCES;1356.0;A
2010;45657;F;ES616;ANDALUCES;3.0;A
2010;45657;F;ES617;ANDALUCES;6.0;A
2010;45657;F;ES618;ANDALUCES;86.0;A
2010;45657;F;ES61;ANDALUCES;1482.0;A
2010;45657;F;ES24;ANDALUCES;210.0;A
2010;45657;F;3676;ANDALUCES;1692.0;A
2010;45765;_T;ES611;ANDALUCES;22.0;A
2010;45765;_T;ES612;ANDALUCES;32.0;A
2010;45765;_T;ES613;ANDALUCES;50.0;A
2010;45765;_T;ES614;ANDALUCES;126.0;A
2010;45765;_T;ES615;ANDALUCES;4.0;A
2010;45765;_T;ES616;ANDALUCES;5064.0;A
2010;45765;_T;ES617;ANDALUCES;99.0;A
2010;45765;_T;ES618;ANDALUCES;65.0;A
2010;45765;_T;ES61;ANDALUCES;5462.0;A
2010;45765;_T;ES24;ANDALUCES;1869.0;A
2010;45765;_T;3676;ANDALUCES;7331.0;A
2010;45765;M;ES611;ANDALUCES;10.0;A
2010;45765;M;ES612;ANDALUCES;15.0;A
2010;45765;M;ES613;ANDALUCES;23.0;A
2010;45765;M;ES614;ANDALUCES;62.0;A
2010;45765;M;ES615;ANDALUCES;1.0;A
2010;45765;M;ES616;ANDALUCES;2480.0;A
2010;45765;M;ES617;ANDALUCES;46.0;A
2010;45765;M;ES618;ANDALUCES;34.0;A
2010;45765;M;ES61;ANDALUCES;2671.0;A
2010;45765;M;ES24;ANDALUCES;879.0;A
2010;45765;M;3676;ANDALUCES;3550.0;A
2010;45765;F;ES611;ANDALUCES;12.0;A
2010;45765;F;ES612;ANDALUCES;17.0;A
2010;45765;F;ES613;ANDALUCES;27.0;A
2010;45765;F;ES614;ANDALUCES;64.0;A
2010;45765;F;ES615;ANDALUCES;3.0;A
2010;45765;F;ES616;ANDALUCES;2584.0;A
2010;45765;F;ES617;ANDALUCES;53.0;A
2010;45765;F;ES618;ANDALUCES;31.0;A
2010;45765;F;ES61;ANDALUCES;2791.0;A
2010;45765;F;ES24;ANDALUCES;990.0;A
2010;45765;F;3676;ANDALUCES;3781.0;A
2010;45873;_T;ES611;ANDALUCES;32.0;A
2010;45873;_T;ES612;ANDALUCES;172.0;A
2010;45873;_T;ES613;ANDALUCES;25.0;A
2010;45873;_T;ES614;ANDALUCES;77.0;A
2010;45873;_T;ES615;ANDALUCES;4.0;A
2010;45873;_T;ES616;ANDALUCES;16.0;A
2010;45873;_T;ES617;ANDALUCES;12249.0;A
2010;45873;_T;ES618;ANDALUCES;99.0;A
2010;45873;_T;ES61;ANDALUCES;12674.0;A
2010;45873;_T;ES24;ANDALUCES;1328.0;A
2010;45873;_T;3676;ANDALUCES;14002.0;A
2010;45873;M;ES611;ANDALUCES;20.0;A
2010;45873;M;ES612;ANDALUCES;87.0;A
2010;45873;M;ES613;ANDALUCES;11.0;A
2010;45873;M;ES614;ANDALUCES;31.0;A
2010;45873;M;ES615;ANDALUCES;1.0;A
2010;45873;M;ES616;ANDALUCES;11.0;A
2010;45873;M;ES617;ANDALUCES;5967.0;A
2010;45873;M;ES618;ANDALUCES;42.0;A
2010;45873;M;ES61;ANDALUCES;6170.0;A
2010;45873;M;ES24;ANDALUCES;612.0;A
2010;45873;M;3676;ANDALUCES;6782.0;A
2010;45873;F;ES611;ANDALUCES;12.0;A
2010;45873;F;ES612;ANDALUCES;85.0;A
2010;45873;F;ES613;ANDALUCES;14.0;A
2010;45873;F;ES614;ANDALUCES;46.0;A
2010;45873;F;ES615;ANDALUCES;3.0;A
2010;45873;F;ES616;ANDALUCES;5.0;A
