TEMPORAL;TERRITORIO;SEXO;LUGARNACIMIEN;INDICATOR;OBS_VALUE;FREQ
2010;ES61;_T;45981;ANDALUCES;77605.0;A
2010;ES61;_T;45984;ANDALUCES;5586.0;A
2010;ES61;_T;46350;ANDALUCES;97191.0;A
2010;ES61;_T;46352;ANDALUCES;2546.0;A
2010;ES61;_T;46351;ANDALUCES;182928.0;A
2010;ES61;M;45230;ANDALUCES;4988.0;A
2010;ES61;M;45276;ANDALUCES;5229.0;A
2010;ES61;M;45354;ANDALUCES;4200.0;A
2010;ES61;M;45576;ANDALUCES;7350.0;A
2010;ES61;M;45657;ANDALUCES;1433.0;A
2010;ES61;M;45765;ANDALUCES;2671.0;A
2010;ES61;M;45873;ANDALUCES;6170.0;A
2010;ES61;M;45980;ANDALUCES;5586.0;A
2010;ES61;M;45981;ANDALUCES;37627.0;A
2010;ES61;M;45984;ANDALUCES;2669.0;A
2010;ES61;M;46350;ANDALUCES;48218.0;A
2010;ES61;M;46352;ANDALUCES;1300.0;A
2010;ES61;M;46351;ANDALUCES;89814.0;A
2010;ES61;F;45230;ANDALUCES;5418.0;A
2010;ES61;F;45276;ANDALUCES;5783.0;A
2010;ES61;F;45354;ANDALUCES;4204.0;A
2010;ES61;F;45576;ANDALUCES;7683.0;A
2010;ES61;F;45657;ANDALUCES;1482.0;A
2010;ES61;F;45765;ANDALUCES;2791.0;A
2010;ES61;F;45873;ANDALUCES;6504.0;A
2010;ES61;F;45980;ANDALUCES;6113.0;A
2010;ES61;F;45981;ANDALUCES;39978.0;A
2010;ES61;F;45984;ANDALUCES;2917.0;A
2010;ES61;F;46350;ANDALUCES;48973.0;A
2010;ES61;F;46352;ANDALUCES;1246.0;A
2010;ES61;F;46351;ANDALUCES;93114.0;A
2010;ES611;_T;45230;ANDALUCES;10218.0;A
2010;ES611;_T;45276;ANDALUCES;11.0;A
2010;ES611;_T;45354;ANDALUCES;18.0;A
2010;ES611;_T;45576;ANDALUCES;123.0;A
2010;ES611;_T;45657;ANDALUCES;7.0;A
2010;ES611;_T;45765;ANDALUCES;22.0;A
2010;ES611;_T;45873;ANDALUCES;32.0;A
2010;ES611;_T;45980;ANDALUCES;21.0;A
2010;ES611;_T;45981;ANDALUCES;10452.0;A
2010;ES611;_T;45984;ANDALUCES;523.0;A
2010;ES611;_T;46350;ANDALUCES;17002.0;A
2010;ES611;_T;46352;ANDALUCES;357.0;A
2010;ES611;_T;46351;ANDALUCES;28334.0;A
2010;ES611;M;45230;ANDALUCES;4893.0;A
2010;ES611;M;45276;ANDALUCES;4.0;A
2010;ES611;M;45354;ANDALUCES;9.0;A
2010;ES611;M;45576;ANDALUCES;64.0;A
2010;ES611;M;45657;ANDALUCES;4.0;A
2010;ES611;M;45765;ANDALUCES;10.0;A
2010;ES611;M;45873;ANDALUCES;20.0;A
2010;ES611;M;45980;ANDALUCES;12.0;A
2010;ES611;M;45981;ANDALUCES;5016.0;A
2010;ES611;M;45984;ANDALUCES;267.0;A
2010;ES611;M;46350;ANDALUCES;8152.0;A
2010;ES611;M;46352;ANDALUCES;188.0;A
2010;ES611;M;46351;ANDALUCES;13623.0;A
2010;ES611;F;45230;ANDALUCES;5325.0;A
2010;ES611;F;45276;ANDALUCES;7.0;A
2010;ES611;F;45354;ANDALUCES;9.0;A
2010;ES611;F;45576;ANDALUCES;59.0;A
2010;ES611;F;45657;ANDALUCES;3.0;A
2010;ES611;F;45765;ANDALUCES;12.0;A
2010;ES611;F;45873;ANDALUCES;12.0;A
2010;ES611;F;45980;ANDALUCES;9.0;A
2010;ES611;F;45981;ANDALUCES;5436.0;A
2010;ES611;F;45984;ANDALUCES;256.0;A
2010;ES611;F;46350;ANDALUCES;8850.0;A
2010;ES611;F;46352;ANDALUCES;169.0;A
2010;ES611;F;46351;ANDALUCES;14711.0;A
2010;ES612;_T;45230;ANDALUCES;16.0;A
2010;ES612;_T;45276;ANDALUCES;10441.0;A
2010;ES612;_T;45354;ANDALUCES;44.0;A
2010;ES612;_T;45576;ANDALUCES;61.0;A
2010;ES612;_T;45657;ANDALUCES;26.0;A
2010;ES612;_T;45765;ANDALUCES;32.0;A
2010;ES612;_T;45873;ANDALUCES;172.0;A
2010;ES612;_T;45980;ANDALUCES;230.0;A
2010;ES612;_T;45981;ANDALUCES;11022.0;A
2010;ES612;_T;45984;ANDALUCES;821.0;A
2010;ES612;_T;46350;ANDALUCES;10669.0;A
2010;ES612;_T;46352;ANDALUCES;263.0;A
2010;ES612;_T;46351;ANDALUCES;22775.0;A
2010;ES612;M;45230;ANDALUCES;8.0;A
2010;ES612;M;45276;ANDALUCES;4947.0;A
2010;ES612;M;45354;ANDALUCES;18.0;A
2010;ES612;M;45576;ANDALUCES;30.0;A
2010;ES612;M;45657;ANDALUCES;9.0;A
2010;ES612;M;45765;ANDALUCES;15.0;A
2010;ES612;M;45873;ANDALUCES;87.0;A
2010;ES612;M;45980;ANDALUCES;99.0;A
2010;ES612;M;45981;ANDALUCES;5213.0;A
2010;ES612;M;45984;ANDALUCES;390.0;A
2010;ES612;M;46350;ANDALUCES;5342.0;A
2010;ES612;M;46352;ANDALUCES;142.0;A
2010;ES612;M;46351;ANDALUCES;11087.0;A
2010;ES612;F;45230;ANDALUCES;8.0;A
2010;ES612;F;45276;ANDALUCES;5494.0;A
2010;ES612;F;45354;ANDALUCES;26.0;A
2010;ES612;F;45576;ANDALUCES;31.0;A
2010;ES612;F;45657;ANDALUCES;17.0;A
2010;ES612;F;45765;ANDALUCES;17.0;A
2010;ES612;F;45873;ANDALUCES;85.0;A
2010;ES612;F;45980;ANDALUCES;131.0;A
2010;ES612;F;45981;ANDALUCES;5809.0;A
