D_TEMPORAL_0;D_ESTADO_DATO_0;D_ICMA_TIPOVENTAS_0;D_TERRITORIO_0;D_IVGS_SERIEIVGS_0;INDICATOR;OBS_VALUE;FREQ
2009-01;40124;61593;3143;277797;Índice deflactado;127.416029707;M
2009-01;40124;61594;3143;277797;Índice deflactado;112.043085576;M
2009-01;40124;61595;3143;277797;Índice deflactado;139.542168792;M
2009-02;40124;61592;3143;277797;Índice deflactado;107.060589744;M
2009-02;40124;61593;3143;277797;Índice deflactado;104.070655788;M
2009-02;40124;61594;3143;277797;Índice deflactado;102.642601208;M
2009-02;40124;61595;3143;277797;Índice deflactado;105.824995971;M
2009-03;40124;61592;3143;277797;Índice deflactado;120.928718915;M
2009-03;40124;61593;3143;277797;Índice deflactado;117.665744546;M
2009-03;40124;61594;3143;277797;Índice deflactado;117.127899595;M
2009-03;40124;61595;3143;277797;Índice deflactado;118.459385977;M
2009-04;40124;61592;3143;277797;Índice deflactado;118.93155701;M
2009-04;40124;61593;3143;277797;Índice deflactado;115.638975904;M
2009-04;40124;61594;3143;277797;Índice deflactado;118.755885632;M
2009-04;40124;61595;3143;277797;Índice deflactado;114.497041968;M
2009-05;40124;61592;3143;277797;Índice deflactado;118.455390879;M
2009-05;40124;61593;3143;277797;Índice deflactado;115.264880074;M
2009-05;40124;61594;3143;277797;Índice deflactado;115.583420985;M
2009-05;40124;61595;3143;277797;Índice deflactado;115.435745842;M
2009-06;40124;61592;3143;277797;Índice deflactado;119.998981866;M
2009-06;40124;61593;3143;277797;Índice deflactado;118.018368303;M
2009-06;40124;61594;3143;277797;Índice deflactado;118.714378326;M
2009-06;40124;61595;3143;277797;Índice deflactado;118.002222116;M
2009-07;40124;61592;3143;277797;Índice deflactado;134.263909035;M
2009-07;40124;61593;3143;277797;Índice deflactado;132.602322172;M
2009-07;40124;61594;3143;277797;Índice deflactado;125.793088935;M
2009-07;40124;61595;3143;277797;Índice deflactado;138.26529742;M
2009-08;40124;61592;3143;277797;Índice deflactado;121.1818367;M
2009-08;40124;61593;3143;277797;Índice deflactado;119.574889792;M
2009-08;40124;61594;3143;277797;Índice deflactado;122.3939384;M
2009-08;40124;61595;3143;277797;Índice deflactado;118.21495426;M
2009-09;40124;61592;3143;277797;Índice deflactado;120.738415372;M
2009-09;40124;61593;3143;277797;Índice deflactado;119.580465432;M
2009-09;40124;61594;3143;277797;Índice deflactado;118.532500546;M
2009-09;40124;61595;3143;277797;Índice deflactado;121.191981617;M
2009-10;40124;61592;3143;277797;Índice deflactado;119.97508447;M
2009-10;40124;61593;3143;277797;Índice deflactado;118.688935227;M
2009-10;40124;61594;3143;277797;Índice deflactado;118.634631916;M
2009-10;40124;61595;3143;277797;Índice deflactado;119.052530375;M
2009-11;40124;61592;3143;277797;Índice deflactado;114.829242107;M
2009-11;40124;61593;3143;277797;Índice deflactado;113.675830121;M
2009-11;40124;61594;3143;277797;Índice deflactado;112.72481109;M
2009-11;40124;61595;3143;277797;Índice deflactado;114.925722375;M
2009-12;40124;61592;3143;277797;Índice deflactado;145.642797468;M
2009-12;40124;61593;3143;277797;Índice deflactado;145.761413998;M
2009-12;40124;61594;3143;277797;Índice deflactado;140.389113975;M
2009-12;40124;61595;3143;277797;Índice deflactado;150.018967695;M
2010-01;40124;61592;3143;277797;Índice deflactado;122.201906085;M
2010-01;40124;61593;3143;277797;Índice deflactado;122.016534804;M
2010-01;40124;61594;3143;277797;Índice deflactado;105.711787362;M
2010-01;40124;61595;3143;277797;Índice deflactado;134.885496554;M
2010-02;40124;61592;3143;277797;Índice deflactado;106.021919911;M
2010-02;40124;61593;3143;277797;Índice deflactado;105.271132248;M
2010-02;40124;61594;3143;277797;Índice deflactado;104.992759413;M
2010-02;40124;61595;3143;277797;Índice deflactado;106.27031345;M
2010-03;40124;61592;3143;277797;Índice deflactado;118.373870459;M
2010-03;40124;61593;3143;277797;Índice deflactado;118.108487723;M
2010-03;40124;61594;3143;277797;Índice deflactado;118.162572955;M
2010-03;40124;61595;3143;277797;Índice deflactado;118.780890068;M
2010-04;40124;61592;3143;277797;Índice deflactado;111.63060207;M
2010-04;40124;61593;3143;277797;Índice deflactado;111.324649573;M
2010-04;40124;61594;3143;277797;Índice deflactado;111.009352018;M
2010-04;40124;61595;3143;277797;Índice deflactado;112.166544993;M
2010-05;40124;61592;3143;277797;Índice deflactado;115.90018546;M
2010-05;40124;61593;3143;277797;Índice deflactado;115.221445412;M
2010-05;40124;61594;3143;277797;Índice deflactado;114.859239047;M
2010-05;40124;61595;3143;277797;Índice deflactado;116.097370906;M
2010-06;40124;61592;3143;277797;Índice deflactado;117.752532968;M
2010-06;40124;61593;3143;277797;Índice deflactado;117.372296452;M
2010-06;40124;61594;3143;277797;Índice deflactado;114.82419498;M
2010-06;40124;61595;3143;277797;Índice deflactado;119.840416899;M
2010-07;40124;61592;3143;277797;Índice deflactado;126.734369139;M
2010-07;40124;61593;3143;277797;Índice deflactado;127.055787807;M
2010-07;40124;61594;3143;277797;Índice deflactado;121.876305571;M
2010-07;40124;61595;3143;277797;Índice deflactado;131.398251543;M
2010-08;40124;61592;3143;277797;Índice deflactado;116.423961138;M
2010-08;40124;61593;3143;277797;Índice deflactado;116.042502027;M
2010-08;40124;61594;3143;277797;Índice deflactado;120.06162326;M
2010-08;40124;61595;3143;277797;Índice deflactado;113.784952975;M
2010-09;40124;61592;3143;277797;Índice deflactado;115.370174813;M
2010-09;40124;61593;3143;277797;Índice deflactado;115.293886483;M
2010-09;40124;61594;3143;277797;Índice deflactado;115.152556711;M
2010-09;40124;61595;3143;277797;Índice deflactado;116.402381806;M
2010-10;40124;61592;3143;277797;Índice deflactado;116.684624095;M
2010-10;40124;61593;3143;277797;Índice deflactado;116.639307044;M
2010-10;40124;61594;3143;277797;Índice deflactado;115.783745992;M
2010-10;40124;61595;3143;277797;Índice deflactado;117.679085548;M
2010-11;40124;61592;3143;277797;Índice deflactado;108.872710519;M
2010-11;40124;61593;3143;277797;Índice deflactado;108.849329553;M
2010-11;40124;61594;3143;277797;Índice deflactado;108.922853195;M
2010-11;40124;61595;3143;277797;Índice deflactado;109.2648228;M
2010-12;40124;61592;3143;277797;Índice deflactado;132.469324757;M
2010-12;40124;61593;3143;277797;Índice deflactado;134.371012072;M
2010-12;40124;61594;3143;277797;Índice deflactado;130.431061904;M
2010-12;40124;61595;3143;277797;Índice deflactado;137.541288263;M
2011-01;40124;61592;3143;277797;Índice deflactado;115.066537336;M
2011-01;40124;61593;3143;277797;Índice deflactado;115.455195712;M
2011-01;40124;61594;3143;277797;Índice deflactado;100.887838198;M
2011-01;40124;61595;3143;277797;Índice deflactado;127.227279461;M
2011-02;40124;61592;3143;277797;Índice deflactado;97.09539717;M
2011-02;40124;61593;3143;277797;Índice deflactado;96.549987068;M
2011-02;40124;61594;3143;277797;Índice deflactado;96.098390875;M
2011-02;40124;61595;3143;277797;Índice deflactado;97.562790634;M
2011-03;40124;61592;3143;277797;Índice deflactado;107.151640305;M
2011-03;40124;61593;3143;277797;Índice deflactado;106.733896288;M
2011-03;40124;61594;3143;277797;Índice deflactado;107.811563404;M
2011-03;40124;61595;3143;277797;Índice deflactado;106.740385201;M
2011-04;40124;61592;3143;277797;Índice deflactado;109.366454832;M
2011-04;40124;61593;3143;277797;Índice deflactado;109.778844251;M
2011-04;40124;61594;3143;277797;Índice deflactado;109.295854898;M
2011-04;40124;61595;3143;277797;Índice deflactado;110.967708211;M
2011-05;40124;61592;3143;277797;Índice deflactado;105.260448203;M
2011-05;40124;61593;3143;277797;Índice deflactado;105.043151827;M
2011-05;40124;61594;3143;277797;Índice deflactado;106.158098977;M
2011-05;40124;61595;3143;277797;Índice deflactado;104.664917214;M
2011-06;40124;61592;3143;277797;Índice deflactado;107.600447304;M
2011-06;40124;61593;3143;277797;Índice deflactado;107.307777073;M
2011-06;40124;61594;3143;277797;Índice deflactado;107.81765404;M
2011-06;40124;61595;3143;277797;Índice deflactado;107.638728966;M
2011-07;40124;61592;3143;277797;Índice deflactado;118.220619155;M
2011-07;40124;61593;3143;277797;Índice deflactado;118.748867794;M
2011-07;40124;61594;3143;277797;Índice deflactado;114.167666324;M
2011-07;40124;61595;3143;277797;Índice deflactado;122.73551876;M
2011-08;40124;61592;3143;277797;Índice deflactado;105.906800446;M
2011-08;40124;61593;3143;277797;Índice deflactado;106.27199222;M
2011-08;40124;61594;3143;277797;Índice deflactado;112.021364037;M
2011-08;40124;61595;3143;277797;Índice deflactado;102.6439307;M
2011-09;40124;61592;3143;277797;Índice deflactado;105.326287856;M
2011-09;40124;61593;3143;277797;Índice deflactado;106.062367396;M
2011-09;40124;61594;3143;277797;Índice deflactado;109.514514072;M
2011-09;40124;61595;3143;277797;Índice deflactado;104.110212518;M
2011-10;40124;61592;3143;277797;Índice deflactado;107.342986443;M
2011-10;40124;61593;3143;277797;Índice deflactado;107.484151072;M
2011-10;40124;61594;3143;277797;Índice deflactado;110.164052571;M
2011-10;40124;61595;3143;277797;Índice deflactado;106.131980148;M
2011-11;40124;61592;3143;277797;Índice deflactado;101.110489404;M
2011-11;40124;61593;3143;277797;Índice deflactado;100.401382042;M
2011-11;40124;61594;3143;277797;Índice deflactado;102.956412163;M
2011-11;40124;61595;3143;277797;Índice deflactado;99.155510603;M
2011-12;40124;61592;3143;277797;Índice deflactado;122.861486402;M
2011-12;40124;61593;3143;277797;Índice deflactado;124.096268567;M
2011-12;40124;61594;3143;277797;Índice deflactado;124.885082991;M
2011-12;40124;61595;3143;277797;Índice deflactado;123.668278243;M
2012-01;40124;61592;3143;277797;Índice deflactado;108.899114773;M
2012-01;40124;61593;3143;277797;Índice deflactado;109.021479587;M
2012-01;40124;61594;3143;277797;Índice deflactado;97.445161922;M
2012-01;40124;61595;3143;277797;Índice deflactado;118.008277184;M
2012-02;40124;61592;3143;277797;Índice deflactado;90.225347962;M
2012-02;40124;61593;3143;277797;Índice deflactado;88.796383273;M
2012-02;40124;61594;3143;277797;Índice deflactado;91.559319474;M
2012-02;40124;61595;3143;277797;Índice deflactado;87.461084871;M
2012-03;40124;61592;3143;277797;Índice deflactado;100.26358992;M
2012-03;40124;61593;3143;277797;Índice deflactado;100.501078096;M
2012-03;40124;61594;3143;277797;Índice deflactado;104.612236417;M
2012-03;40124;61595;3143;277797;Índice deflactado;97.254325602;M
2012-04;40124;61592;3143;277797;Índice deflactado;97.955883184;M
2012-04;40124;61593;3143;277797;Índice deflactado;98.142029402;M
2012-04;40124;61594;3143;277797;Índice deflactado;104.197400638;M
2012-04;40124;61595;3143;277797;Índice deflactado;94.335727146;M
2012-05;40124;61592;3143;277797;Índice deflactado;98.493447952;M
2012-05;40124;61593;3143;277797;Índice deflactado;97.440231648;M
2012-05;40124;61594;3143;277797;Índice deflactado;103.166036936;M
2012-05;40124;61595;3143;277797;Índice deflactado;93.923617933;M
2012-06;40124;61592;3143;277797;Índice deflactado;99.335753597;M
2012-06;40124;61593;3143;277797;Índice deflactado;99.08606595;M
2012-06;40124;61594;3143;277797;Índice deflactado;105.330989375;M
2012-06;40124;61595;3143;277797;Índice deflactado;94.557720383;M
2012-07;40124;61592;3143;277797;Índice deflactado;109.730905548;M
2012-07;40124;61593;3143;277797;Índice deflactado;110.285210697;M
2012-07;40124;61594;3143;277797;Índice deflactado;110.112946485;M
2012-07;40124;61595;3143;277797;Índice deflactado;110.341364577;M
2012-08;40124;61592;3143;277797;Índice deflactado;102.087830039;M
2012-08;40124;61593;3143;277797;Índice deflactado;101.985417602;M
2012-08;40124;61594;3143;277797;Índice deflactado;109.36228881;M
2012-08;40124;61595;3143;277797;Índice deflactado;96.405346369;M
2012-09;40124;61592;3143;277797;Índice deflactado;91.074473206;M
2012-09;40124;61593;3143;277797;Índice deflactado;91.359626854;M
2012-09;40124;61594;3143;277797;Índice deflactado;100.496583058;M
2012-09;40124;61595;3143;277797;Índice deflactado;84.817342121;M
2012-10;40124;61592;3143;277797;Índice deflactado;94.858809148;M
2012-10;40124;61593;3143;277797;Índice deflactado;94.90432828;M
2012-10;40124;61594;3143;277797;Índice deflactado;103.556304735;M
2012-10;40124;61595;3143;277797;Índice deflactado;88.983153417;M
2012-11;40124;61592;3143;277797;Índice deflactado;92.156243774;M
2012-11;40124;61593;3143;277797;Índice deflactado;90.476196516;M
2012-11;40124;61594;3143;277797;Índice deflactado;97.199135904;M
2012-11;40124;61595;3143;277797;Índice deflactado;85.947093195;M
2012-12;40124;61592;3143;277797;Índice deflactado;113.219112639;M
2012-12;40124;61593;3143;277797;Índice deflactado;114.447121802;M
2012-12;40124;61594;3143;277797;Índice deflactado;120.95365241;M
2012-12;40124;61595;3143;277797;Índice deflactado;109.988682885;M
2013-01;40124;61592;3143;277797;Índice deflactado;98.336519585;M
2013-01;40124;61593;3143;277797;Índice deflactado;98.839676048;M
2013-01;40124;61594;3143;277797;Índice deflactado;91.275000649;M
2013-01;40124;61595;3143;277797;Índice deflactado;104.889316982;M
2013-02;40124;61592;3143;277797;Índice deflactado;84.264611005;M
2013-02;40124;61593;3143;277797;Índice deflactado;83.541669028;M
2013-02;40124;61594;3143;277797;Índice deflactado;86.943225055;M
2013-02;40124;61595;3143;277797;Índice deflactado;81.164134256;M
2013-03;40124;61592;3143;277797;Índice deflactado;91.588007388;M
2013-03;40124;61593;3143;277797;Índice deflactado;91.691631304;M
2013-03;40124;61594;3143;277797;Índice deflactado;98.917707459;M
2013-03;40124;61595;3143;277797;Índice deflactado;86.62387614;M
2013-04;40124;61592;3143;277797;Índice deflactado;92.070587893;M
2013-04;40124;61593;3143;277797;Índice deflactado;91.968232143;M
2013-04;40124;61594;3143;277797;Índice deflactado;98.124585254;M
2013-04;40124;61595;3143;277797;Índice deflactado;87.459716843;M
2013-05;40124;61592;3143;277797;Índice deflactado;94.852064437;M
2013-05;40124;61593;3143;277797;Índice deflactado;94.187887172;M
2013-05;40124;61594;3143;277797;Índice deflactado;99.469178141;M
2013-05;40124;61595;3143;277797;Índice deflactado;90.346322404;M
2013-06;40124;61592;3143;277797;Índice deflactado;96.057602204;M
2013-06;40124;61593;3143;277797;Índice deflactado;95.815722124;M
2013-06;40124;61594;3143;277797;Índice deflactado;100.019012932;M
2013-06;40124;61595;3143;277797;Índice deflactado;92.43476335;M
2013-07;40124;61592;3143;277797;Índice deflactado;106.234900024;M
2013-07;40124;61593;3143;277797;Índice deflactado;106.90450327;M
2013-07;40124;61594;3143;277797;Índice deflactado;105.705325445;M
2013-07;40124;61595;3143;277797;Índice deflactado;106.907642005;M
2013-08;40124;61592;3143;277797;Índice deflactado;98.268362198;M
2013-08;40124;61593;3143;277797;Índice deflactado;98.437582357;M
2013-08;40124;61594;3143;277797;Índice deflactado;105.955473818;M
2013-08;40124;61595;3143;277797;Índice deflactado;91.410270102;M
2013-09;40124;61592;3143;277797;Índice deflactado;94.537608938;M
2013-09;40124;61593;3143;277797;Índice deflactado;95.499090551;M
