D_TEMPORAL_0;D_ESTADO_DATO_0;D_IVGS_TIPVENT_0;D_IVGS_SERIEIVGS_0;D_TERRITORIO_0;INDICATOR;OBS_VALUE;FREQ
1997-04;P;01;02;C01;Índice;106.037584083;M
1997-04;P;02;02;C01;Índice;125.513007861;M
1997-04;P;03;02;C01;Índice;95.025805078;M
1997-05;P;01;02;C01;Índice;104.732419005;M
1997-05;P;02;02;C01;Índice;122.099715205;M
1997-05;P;03;02;C01;Índice;95.339019417;M
1997-06;P;01;02;C01;Índice;103.544413202;M
1997-06;P;02;02;C01;Índice;120.41296899;M
1997-06;P;03;02;C01;Índice;94.336608699;M
1997-07;P;01;02;C01;Índice;104.359893186;M
1997-07;P;02;02;C01;Índice;120.207375292;M
1997-07;P;03;02;C01;Índice;95.969808379;M
1997-08;P;01;02;C01;Índice;106.500292495;M
1997-08;P;02;02;C01;Índice;120.616536268;M
1997-08;P;03;02;C01;Índice;98.645849262;M
1997-09;P;01;02;C01;Índice;105.245919201;M
1997-09;P;02;02;C01;Índice;120.497020325;M
1997-09;P;03;02;C01;Índice;96.487177251;M
1997-10;P;01;02;C01;Índice;104.818610054;M
1997-10;P;02;02;C01;Índice;119.991111008;M
1997-10;P;03;02;C01;Índice;96.682635501;M
1997-11;P;01;02;C01;Índice;108.487559133;M
1997-11;P;02;02;C01;Índice;124.791849512;M
1997-11;P;03;02;C01;Índice;100.451094865;M
1997-12;P;01;02;C01;Índice;108.194487907;M
1997-12;P;02;02;C01;Índice;124.623386957;M
1997-12;P;03;02;C01;Índice;99.995604444;M
1998-01;P;01;02;C01;Índice;107.1522971;M
1998-01;P;02;02;C01;Índice;124.452820589;M
1998-01;P;03;02;C01;Índice;98.644125036;M
1998-02;P;01;02;C01;Índice;108.087697081;M
1998-02;P;02;02;C01;Índice;121.100929698;M
1998-02;P;03;02;C01;Índice;101.247082447;M
1998-03;P;01;02;C01;Índice;108.573115954;M
1998-03;P;02;02;C01;Índice;122.809734306;M
1998-03;P;03;02;C01;Índice;101.447022498;M
1998-04;P;01;02;C01;Índice;111.542486173;M
1998-04;P;02;02;C01;Índice;124.300951237;M
1998-04;P;03;02;C01;Índice;104.623643232;M
1998-05;P;01;02;C01;Índice;108.586620029;M
1998-05;P;02;02;C01;Índice;122.168586377;M
1998-05;P;03;02;C01;Índice;101.825625847;M
1998-06;P;01;02;C01;Índice;110.588366558;M
1998-06;P;02;02;C01;Índice;122.854783966;M
1998-06;P;03;02;C01;Índice;104.154630151;M
1998-07;P;01;02;C01;Índice;111.363894334;M
1998-07;P;02;02;C01;Índice;124.336621194;M
1998-07;P;03;02;C01;Índice;104.926210658;M
1998-08;P;01;02;C01;Índice;109.771470884;M
1998-08;P;02;02;C01;Índice;120.114721043;M
1998-08;P;03;02;C01;Índice;103.876690651;M
1998-09;P;01;02;C01;Índice;110.428265613;M
1998-09;P;02;02;C01;Índice;121.06099741;M
1998-09;P;03;02;C01;Índice;105.009420195;M
1998-10;P;01;02;C01;Índice;113.077211841;M
1998-10;P;02;02;C01;Índice;121.899874859;M
1998-10;P;03;02;C01;Índice;108.176621741;M
1998-11;P;01;02;C01;Índice;110.700699648;M
1998-11;P;02;02;C01;Índice;120.772606086;M
1998-11;P;03;02;C01;Índice;105.919092781;M
1998-12;P;01;02;C01;Índice;111.002951755;M
1998-12;P;02;02;C01;Índice;121.013840584;M
1998-12;P;03;02;C01;Índice;107.158391141;M
1999-01;P;01;02;C01;Índice;112.999723429;M
1999-01;P;02;02;C01;Índice;119.473431411;M
1999-01;P;03;02;C01;Índice;109.722247586;M
1999-02;P;01;02;C01;Índice;113.685692221;M
1999-02;P;02;02;C01;Índice;120.823666087;M
1999-02;P;03;02;C01;Índice;110.331723446;M
1999-03;P;01;02;C01;Índice;113.002240678;M
1999-03;P;02;02;C01;Índice;120.886885316;M
1999-03;P;03;02;C01;Índice;109.416529836;M
1999-04;P;01;02;C01;Índice;108.669322817;M
1999-04;P;02;02;C01;Índice;108.645582493;M
1999-04;P;03;02;C01;Índice;107.09883918;M
1999-05;P;01;02;C01;Índice;114.083683782;M
1999-05;P;02;02;C01;Índice;118.353691366;M
1999-05;P;03;02;C01;Índice;111.687905593;M
1999-06;P;01;02;C01;Índice;112.894279351;M
1999-06;P;02;02;C01;Índice;117.736733397;M
1999-06;P;03;02;C01;Índice;110.584220412;M
1999-07;P;01;02;C01;Índice;115.71568425;M
1999-07;P;02;02;C01;Índice;119.453846475;M
1999-07;P;03;02;C01;Índice;113.79853291;M
1999-08;P;01;02;C01;Índice;115.459329102;M
1999-08;P;02;02;C01;Índice;121.296589191;M
1999-08;P;03;02;C01;Índice;113.19702742;M
1999-09;P;01;02;C01;Índice;116.469591401;M
1999-09;P;02;02;C01;Índice;120.01637744;M
1999-09;P;03;02;C01;Índice;115.094525307;M
1999-10;P;01;02;C01;Índice;115.648173864;M
1999-10;P;02;02;C01;Índice;119.222661829;M
1999-10;P;03;02;C01;Índice;114.049414244;M
1999-11;P;01;02;C01;Índice;116.785707605;M
1999-11;P;02;02;C01;Índice;118.611301187;M
1999-11;P;03;02;C01;Índice;115.866756941;M
1999-12;P;01;02;C01;Índice;116.665895909;M
1999-12;P;02;02;C01;Índice;120.413539292;M
1999-12;P;03;02;C01;Índice;115.784318182;M
2000-01;P;01;02;C01;Índice;117.864268622;M
2000-01;P;02;02;C01;Índice;116.455196718;M
2000-01;P;03;02;C01;Índice;117.526385393;M
2000-02;P;01;02;C01;Índice;116.183073195;M
2000-02;P;02;02;C01;Índice;117.443930465;M
2000-02;P;03;02;C01;Índice;115.591291477;M
2000-03;P;01;02;C01;Índice;115.525966728;M
2000-03;P;02;02;C01;Índice;115.590665303;M
2000-03;P;03;02;C01;Índice;115.837338685;M
2000-04;P;01;02;C01;Índice;119.267869344;M
2000-04;P;02;02;C01;Índice;120.214244986;M
2000-04;P;03;02;C01;Índice;118.589345123;M
2000-05;P;01;02;C01;Índice;117.492198709;M
2000-05;P;02;02;C01;Índice;116.363806051;M
2000-05;P;03;02;C01;Índice;118.089908115;M
2000-06;P;01;02;C01;Índice;119.086042643;M
2000-06;P;02;02;C01;Índice;118.884303327;M
2000-06;P;03;02;C01;Índice;119.910020978;M
2000-07;P;01;02;C01;Índice;119.411575069;M
2000-07;P;02;02;C01;Índice;118.174536205;M
2000-07;P;03;02;C01;Índice;120.019745136;M
2000-08;P;01;02;C01;Índice;119.74303379;M
2000-08;P;02;02;C01;Índice;117.837753681;M
2000-08;P;03;02;C01;Índice;121.27001141;M
2000-09;P;01;02;C01;Índice;118.219459601;M
2000-09;P;02;02;C01;Índice;118.368689251;M
2000-09;P;03;02;C01;Índice;118.685921696;M
2000-10;P;01;02;C01;Índice;118.616697195;M
2000-10;P;02;02;C01;Índice;114.807309415;M
2000-10;P;03;02;C01;Índice;120.776316196;M
2000-11;P;01;02;C01;Índice;119.167418022;M
2000-11;P;02;02;C01;Índice;115.708657451;M
2000-11;P;03;02;C01;Índice;120.729531684;M
2000-12;P;01;02;C01;Índice;117.751676527;M
2000-12;P;02;02;C01;Índice;118.308520166;M
2000-12;P;03;02;C01;Índice;118.598718161;M
2001-01;P;01;02;C01;Índice;120.669922931;M
2001-01;P;02;02;C01;Índice;116.531610396;M
2001-01;P;03;02;C01;Índice;122.897405661;M
2001-02;P;01;02;C01;Índice;120.706329061;M
2001-02;P;02;02;C01;Índice;119.432318918;M
2001-02;P;03;02;C01;Índice;121.988257781;M
2001-03;P;01;02;C01;Índice;121.653612774;M
2001-03;P;02;02;C01;Índice;120.194619143;M
2001-03;P;03;02;C01;Índice;122.334563282;M
2001-04;P;01;02;C01;Índice;121.387578652;M
2001-04;P;02;02;C01;Índice;116.605826093;M
2001-04;P;03;02;C01;Índice;124.083758211;M
2001-05;P;01;02;C01;Índice;119.645069869;M
2001-05;P;02;02;C01;Índice;118.917814641;M
2001-05;P;03;02;C01;Índice;120.594671074;M
2001-06;P;01;02;C01;Índice;120.684029599;M
2001-06;P;02;02;C01;Índice;118.765286271;M
2001-06;P;03;02;C01;Índice;122.121235899;M
2001-07;P;01;02;C01;Índice;118.680813822;M
2001-07;P;02;02;C01;Índice;116.163296601;M
2001-07;P;03;02;C01;Índice;120.706971193;M
2001-08;P;01;02;C01;Índice;119.924106491;M
2001-08;P;02;02;C01;Índice;117.661667182;M
2001-08;P;03;02;C01;Índice;121.526541693;M
2001-09;P;01;02;C01;Índice;119.496831627;M
2001-09;P;02;02;C01;Índice;117.905691672;M
2001-09;P;03;02;C01;Índice;120.705181534;M
2001-10;P;01;02;C01;Índice;121.331017507;M
2001-10;P;02;02;C01;Índice;119.395689832;M
2001-10;P;03;02;C01;Índice;122.332081125;M
2001-11;P;01;02;C01;Índice;120.350994272;M
2001-11;P;02;02;C01;Índice;116.510404484;M
2001-11;P;03;02;C01;Índice;122.505624293;M
2001-12;P;01;02;C01;Índice;121.467972427;M
2001-12;P;02;02;C01;Índice;118.051408441;M
2001-12;P;03;02;C01;Índice;123.217035418;M
2002-01;P;01;02;C01;Índice;118.840223736;M
2002-01;P;02;02;C01;Índice;117.946571121;M
2002-01;P;03;02;C01;Índice;119.584594007;M
2002-02;P;01;02;C01;Índice;121.328791872;M
2002-02;P;02;02;C01;Índice;117.846634608;M
2002-02;P;03;02;C01;Índice;123.416500005;M
2002-03;P;01;02;C01;Índice;122.942721837;M
2002-03;P;02;02;C01;Índice;118.907033964;M
2002-03;P;03;02;C01;Índice;126.587265827;M
2002-04;P;01;02;C01;Índice;122.025420124;M
2002-04;P;02;02;C01;Índice;119.221714907;M
2002-04;P;03;02;C01;Índice;122.820705403;M
2002-05;P;01;02;C01;Índice;124.801888269;M
2002-05;P;02;02;C01;Índice;121.094783911;M
2002-05;P;03;02;C01;Índice;127.58915484;M
2002-06;P;01;02;C01;Índice;120.839294996;M
2002-06;P;02;02;C01;Índice;117.796809827;M
2002-06;P;03;02;C01;Índice;123.141049267;M
2002-07;P;01;02;C01;Índice;124.405758214;M
2002-07;P;02;02;C01;Índice;119.314914875;M
2002-07;P;03;02;C01;Índice;127.435541317;M
2002-08;P;01;02;C01;Índice;124.739624215;M
2002-08;P;02;02;C01;Índice;118.778416665;M
2002-08;P;03;02;C01;Índice;128.167326597;M
2002-09;P;01;02;C01;Índice;127.782823908;M
2002-09;P;02;02;C01;Índice;119.124929486;M
2002-09;P;03;02;C01;Índice;133.022198582;M
2002-10;P;01;02;C01;Índice;123.933212194;M
2002-10;P;02;02;C01;Índice;116.789305235;M
2002-10;P;03;02;C01;Índice;128.183948829;M
2002-11;P;01;02;C01;Índice;126.134958518;M
2002-11;P;02;02;C01;Índice;118.33619087;M
2002-11;P;03;02;C01;Índice;130.556015492;M
2002-12;P;01;02;C01;Índice;123.14036974;M
2002-12;P;02;02;C01;Índice;116.771380027;M
2002-12;P;03;02;C01;Índice;128.467281415;M
2003-01;P;01;02;C01;Índice;126.708157971;M
2003-01;P;02;02;C01;Índice;115.519730545;M
2003-01;P;03;02;C01;Índice;133.083513366;M
2003-02;P;01;02;C01;Índice;127.178909321;M
2003-02;P;02;02;C01;Índice;116.549208094;M
2003-02;P;03;02;C01;Índice;133.108984286;M
2003-03;P;01;02;C01;Índice;124.98121885;M
2003-03;P;02;02;C01;Índice;115.586692802;M
2003-03;P;03;02;C01;Índice;130.08383692;M
2003-04;P;01;02;C01;Índice;127.97720236;M
2003-04;P;02;02;C01;Índice;116.738190544;M
2003-04;P;03;02;C01;Índice;134.927360709;M
2003-05;P;01;02;C01;Índice;129.642714924;M
2003-05;P;02;02;C01;Índice;116.589028028;M
2003-05;P;03;02;C01;Índice;137.041082277;M
2003-06;P;01;02;C01;Índice;128.768910288;M
2003-06;P;02;02;C01;Índice;117.845374792;M
2003-06;P;03;02;C01;Índice;135.546546437;M
2003-07;P;01;02;C01;Índice;128.205086168;M
2003-07;P;02;02;C01;Índice;116.166136887;M
2003-07;P;03;02;C01;Índice;135.720734323;M
2003-08;P;01;02;C01;Índice;130.786335806;M
2003-08;P;02;02;C01;Índice;119.878359125;M
2003-08;P;03;02;C01;Índice;137.876922657;M
2003-09;P;01;02;C01;Índice;128.721458796;M
2003-09;P;02;02;C01;Índice;116.538030642;M
2003-09;P;03;02;C01;Índice;135.826760085;M
2003-10;P;01;02;C01;Índice;132.16947109;M
2003-10;P;02;02;C01;Índice;117.097705529;M
2003-10;P;03;02;C01;Índice;141.218154251;M
2003-11;P;01;02;C01;Índice;131.404064923;M
2003-11;P;02;02;C01;Índice;117.494325125;M
2003-11;P;03;02;C01;Índice;139.725231572;M
2003-12;P;01;02;C01;Índice;132.832678805;M
2003-12;P;02;02;C01;Índice;117.150606306;M
2003-12;P;03;02;C01;Índice;142.393582898;M
2004-01;P;01;02;C01;Índice;129.821921135;M
2004-01;P;02;02;C01;Índice;115.702503031;M
2004-01;P;03;02;C01;Índice;137.79067819;M
2004-02;P;01;02;C01;Índice;130.103460319;M
2004-02;P;02;02;C01;Índice;112.808784314;M
2004-02;P;03;02;C01;Índice;138.90283923;M
2004-03;P;01;02;C01;Índice;132.307937943;M
2004-03;P;02;02;C01;Índice;117.500211824;M
2004-03;P;03;02;C01;Índice;140.810721412;M
2004-04;P;01;02;C01;Índice;131.934093241;M
2004-04;P;02;02;C01;Índice;115.76961695;M
2004-04;P;03;02;C01;Índice;141.563860739;M
2004-05;P;01;02;C01;Índice;131.368230576;M
2004-05;P;02;02;C01;Índice;115.352281286;M
2004-05;P;03;02;C01;Índice;140.125404119;M
2004-06;P;01;02;C01;Índice;136.340816789;M
2004-06;P;02;02;C01;Índice;119.240167951;M
2004-06;P;03;02;C01;Índice;146.35499454;M
2004-07;P;01;02;C01;Índice;135.298090747;M
2004-07;P;02;02;C01;Índice;119.210026333;M
2004-07;P;03;02;C01;Índice;144.545407132;M
2004-08;P;01;02;C01;Índice;134.081316815;M
2004-08;P;02;02;C01;Índice;117.52030825;M
2004-08;P;03;02;C01;Índice;144.488869003;M
2004-09;P;01;02;C01;Índice;134.800468575;M
2004-09;P;02;02;C01;Índice;117.857171028;M
2004-09;P;03;02;C01;Índice;144.642253397;M
2004-10;P;01;02;C01;Índice;135.142361467;M
2004-10;P;02;02;C01;Índice;120.806226011;M
2004-10;P;03;02;C01;Índice;144.395027538;M
2004-11;P;01;02;C01;Índice;137.435392569;M
2004-11;P;02;02;C01;Índice;120.507701811;M
2004-11;P;03;02;C01;Índice;147.488723893;M
2004-12;P;01;02;C01;Índice;138.170626462;M
2004-12;P;02;02;C01;Índice;122.349748494;M
2004-12;P;03;02;C01;Índice;147.257040008;M
2005-01;P;01;02;C01;Índice;138.060113495;M
2005-01;P;02;02;C01;Índice;118.529482472;M
2005-01;P;03;02;C01;Índice;149.006032056;M
2005-02;P;01;02;C01;Índice;137.820118391;M
2005-02;P;02;02;C01;Índice;118.619377848;M
2005-02;P;03;02;C01;Índice;148.840583292;M
2005-03;P;01;02;C01;Índice;138.32796904;M
2005-03;P;02;02;C01;Índice;120.271846585;M
2005-03;P;03;02;C01;Índice;150.032453749;M
2005-04;P;01;02;C01;Índice;139.557797731;M
2005-04;P;02;02;C01;Índice;119.746475015;M
2005-04;P;03;02;C01;Índice;149.883771086;M
2005-05;P;01;02;C01;Índice;137.436209358;M
2005-05;P;02;02;C01;Índice;118.373854176;M
2005-05;P;03;02;C01;Índice;148.598860954;M
2005-06;P;01;02;C01;Índice;139.621677964;M
2005-06;P;02;02;C01;Índice;119.243094316;M
2005-06;P;03;02;C01;Índice;150.954358652;M
2005-07;P;01;02;C01;Índice;137.388790318;M
2005-07;P;02;02;C01;Índice;118.67991384;M
2005-07;P;03;02;C01;Índice;148.721675215;M
2005-08;P;01;02;C01;Índice;136.102189186;M
2005-08;P;02;02;C01;Índice;119.08920387;M
2005-08;P;03;02;C01;Índice;146.148820489;M
2005-09;P;01;02;C01;Índice;138.388582861;M
2005-09;P;02;02;C01;Índice;119.71943452;M
2005-09;P;03;02;C01;Índice;149.481642577;M
2005-10;P;01;02;C01;Índice;141.278297135;M
2005-10;P;02;02;C01;Índice;124.914295385;M
2005-10;P;03;02;C01;Índice;151.248970593;M
2005-11;P;01;02;C01;Índice;136.804304993;M
2005-11;P;02;02;C01;Índice;118.988829141;M
2005-11;P;03;02;C01;Índice;147.324243821;M
2005-12;P;01;02;C01;Índice;141.18110661;M
2005-12;P;02;02;C01;Índice;120.738321064;M
2005-12;P;03;02;C01;Índice;151.539857402;M
2006-01;P;01;02;C01;Índice;142.593348099;M
2006-01;P;02;02;C01;Índice;126.655549325;M
2006-01;P;03;02;C01;Índice;152.82052104;M
2006-02;P;01;02;C01;Índice;138.900297405;M
2006-02;P;02;02;C01;Índice;122.635553322;M
2006-02;P;03;02;C01;Índice;149.097327902;M
2006-03;P;01;02;C01;Índice;137.076113836;M
2006-03;P;02;02;C01;Índice;120.960522469;M
2006-03;P;03;02;C01;Índice;146.692017614;M
2006-04;P;01;02;C01;Índice;139.634386443;M
2006-04;P;02;02;C01;Índice;122.229156852;M
2006-04;P;03;02;C01;Índice;150.123400878;M
2006-05;P;01;02;C01;Índice;140.252948793;M
2006-05;P;02;02;C01;Índice;123.8959534;M
2006-05;P;03;02;C01;Índice;149.955553725;M
2006-06;P;01;02;C01;Índice;137.839205189;M
2006-06;P;02;02;C01;Índice;121.290481245;M
2006-06;P;03;02;C01;Índice;147.447893476;M
2006-07;P;01;02;C01;Índice;139.241848325;M
2006-07;P;02;02;C01;Índice;124.512630838;M
2006-07;P;03;02;C01;Índice;147.656221313;M
2006-08;P;01;02;C01;Índice;141.631573284;M
2006-08;P;02;02;C01;Índice;124.889683134;M
2006-08;P;03;02;C01;Índice;151.843010309;M
2006-09;P;01;02;C01;Índice;139.505165683;M
2006-09;P;02;02;C01;Índice;123.846631769;M
2006-09;P;03;02;C01;Índice;148.52883037;M
2006-10;P;01;02;C01;Índice;138.924115174;M
2006-10;P;02;02;C01;Índice;121.747868384;M
2006-10;P;03;02;C01;Índice;149.486547431;M
2006-11;P;01;02;C01;Índice;140.166173023;M
2006-11;P;02;02;C01;Índice;124.435819166;M
2006-11;P;03;02;C01;Índice;149.388356193;M
2006-12;P;01;02;C01;Índice;143.354396289;M
2006-12;P;02;02;C01;Índice;122.924376341;M
2006-12;P;03;02;C01;Índice;154.086104182;M
2007-01;P;01;02;C01;Índice;138.450126462;M
2007-01;P;02;02;C01;Índice;123.896112669;M
2007-01;P;03;02;C01;Índice;147.35263184;M
2007-02;P;01;02;C01;Índice;140.002253572;M
2007-02;P;02;02;C01;Índice;125.459839277;M
2007-02;P;03;02;C01;Índice;150.256628786;M
2007-03;P;01;02;C01;Índice;144.580727398;M
2007-03;P;02;02;C01;Índice;128.694244675;M
2007-03;P;03;02;C01;Índice;154.201780011;M
2007-04;P;01;02;C01;Índice;139.597329011;M
2007-04;P;02;02;C01;Índice;124.460227377;M
2007-04;P;03;02;C01;Índice;149.163907099;M
2007-05;P;01;02;C01;Índice;141.917803311;M
2007-05;P;02;02;C01;Índice;126.624770462;M
2007-05;P;03;02;C01;Índice;151.614990354;M
2007-06;P;01;02;C01;Índice;140.697858786;M
2007-06;P;02;02;C01;Índice;124.474325338;M
2007-06;P;03;02;C01;Índice;149.810377542;M
2007-07;P;01;02;C01;Índice;142.576075456;M
2007-07;P;02;02;C01;Índice;126.607669672;M
2007-07;P;03;02;C01;Índice;152.157899836;M
2007-08;P;01;02;C01;Índice;141.279479037;M
2007-08;P;02;02;C01;Índice;127.814291701;M
2007-08;P;03;02;C01;Índice;149.162555747;M
2007-09;P;01;02;C01;Índice;141.081211646;M
2007-09;P;02;02;C01;Índice;127.107610914;M
2007-09;P;03;02;C01;Índice;148.938897457;M
