TEMPORAL;TERRITORIO;ECOICOP;INDICATOR;OBS_VALUE;FREQ
2007-08;21;00;VARI_ANUA;2.5;M
2007-08;21;01;VARI_ANUA;3.2;M
2007-08;21;02;VARI_ANUA;7.2;M
2007-08;21;03;VARI_ANUA;0.9;M
2007-08;21;04;VARI_ANUA;2.6;M
2007-08;21;05;VARI_ANUA;2.1;M
2007-08;21;06;VARI_ANUA;-2.7;M
2007-08;21;07;VARI_ANUA;-0.1;M
2007-08;21;08;VARI_ANUA;0.6;M
2007-08;21;09;VARI_ANUA;-1.8;M
2007-08;21;10;VARI_ANUA;3.6;M
2007-08;21;11;VARI_ANUA;4.6;M
2007-08;21;12;VARI_ANUA;3.0;M
2007-08;23;00;VARI_ANUA;2.0;M
2007-08;23;01;VARI_ANUA;2.8;M
2007-08;23;02;VARI_ANUA;6.4;M
2007-08;23;03;VARI_ANUA;0.9;M
2007-08;23;04;VARI_ANUA;2.6;M
2007-08;23;05;VARI_ANUA;2.6;M
2007-08;23;06;VARI_ANUA;-4.3;M
2007-08;23;07;VARI_ANUA;-0.9;M
2007-08;23;08;VARI_ANUA;0.7;M
2007-08;23;09;VARI_ANUA;1.4;M
2007-08;23;10;VARI_ANUA;3.9;M
2007-08;23;11;VARI_ANUA;3.4;M
2007-08;23;12;VARI_ANUA;1.8;M
2007-08;29;00;VARI_ANUA;1.8;M
2007-08;29;01;VARI_ANUA;2.3;M
2007-08;29;02;VARI_ANUA;7.2;M
2007-08;29;03;VARI_ANUA;0.3;M
2007-08;29;04;VARI_ANUA;2.5;M
2007-08;29;05;VARI_ANUA;2.4;M
2007-08;29;06;VARI_ANUA;-3.3;M
2007-08;29;07;VARI_ANUA;-0.4;M
2007-08;29;08;VARI_ANUA;0.9;M
2007-08;29;09;VARI_ANUA;-2.4;M
2007-08;29;10;VARI_ANUA;4.1;M
2007-08;29;11;VARI_ANUA;5.1;M
2007-08;29;12;VARI_ANUA;2.9;M
2007-08;41;00;VARI_ANUA;2.1;M
2007-08;41;01;VARI_ANUA;3.8;M
2007-08;41;02;VARI_ANUA;7.4;M
2007-08;41;03;VARI_ANUA;0.4;M
2007-08;41;04;VARI_ANUA;2.8;M
2007-08;41;05;VARI_ANUA;4.2;M
2007-08;41;06;VARI_ANUA;-3.8;M
2007-08;41;07;VARI_ANUA;-0.2;M
2007-08;41;08;VARI_ANUA;0.1;M
2007-08;41;09;VARI_ANUA;-2.0;M
2007-08;41;10;VARI_ANUA;3.8;M
2007-08;41;11;VARI_ANUA;4.0;M
2007-08;41;12;VARI_ANUA;2.7;M
2007-09;108;00;VARI_ANUA;2.7;M
2007-09;108;01;VARI_ANUA;3.4;M
2007-09;108;02;VARI_ANUA;6.4;M
2007-09;108;03;VARI_ANUA;1.0;M
2007-09;108;04;VARI_ANUA;3.2;M
2007-09;108;05;VARI_ANUA;2.5;M
2007-09;108;06;VARI_ANUA;-2.2;M
2007-09;108;07;VARI_ANUA;2.6;M
2007-09;108;08;VARI_ANUA;0.4;M
2007-09;108;09;VARI_ANUA;-1.0;M
2007-09;108;10;VARI_ANUA;4.5;M
2007-09;108;11;VARI_ANUA;4.9;M
2007-09;108;12;VARI_ANUA;3.0;M
2007-09;C01;00;VARI_ANUA;2.6;M
2007-09;C01;01;VARI_ANUA;3.9;M
2007-09;C01;02;VARI_ANUA;7.0;M
2007-09;C01;03;VARI_ANUA;0.7;M
2007-09;C01;04;VARI_ANUA;2.7;M
2007-09;C01;05;VARI_ANUA;2.6;M
2007-09;C01;06;VARI_ANUA;-3.5;M
2007-09;C01;07;VARI_ANUA;2.4;M
2007-09;C01;08;VARI_ANUA;0.5;M
2007-09;C01;09;VARI_ANUA;-1.5;M
2007-09;C01;10;VARI_ANUA;3.1;M
2007-09;C01;11;VARI_ANUA;4.6;M
2007-09;C01;12;VARI_ANUA;2.6;M
2007-09;04;00;VARI_ANUA;2.9;M
2007-09;04;01;VARI_ANUA;3.9;M
2007-09;04;02;VARI_ANUA;7.3;M
2007-09;04;03;VARI_ANUA;0.9;M
2007-09;04;04;VARI_ANUA;3.0;M
2007-09;04;05;VARI_ANUA;1.9;M
2007-09;04;06;VARI_ANUA;-2.7;M
2007-09;04;07;VARI_ANUA;2.2;M
2007-09;04;08;VARI_ANUA;1.0;M
2007-09;04;09;VARI_ANUA;-0.9;M
2007-09;04;10;VARI_ANUA;2.8;M
2007-09;04;11;VARI_ANUA;3.6;M
2007-09;04;12;VARI_ANUA;2.3;M
2007-09;11;00;VARI_ANUA;2.6;M
2007-09;11;01;VARI_ANUA;4.1;M
2007-09;11;02;VARI_ANUA;7.1;M
2007-09;11;03;VARI_ANUA;0.8;M
2007-09;11;04;VARI_ANUA;2.9;M
2007-09;11;05;VARI_ANUA;1.4;M
2007-09;11;06;VARI_ANUA;-2.6;M
2007-09;11;07;VARI_ANUA;2.5;M
2007-09;11;08;VARI_ANUA;-0.2;M
2007-09;11;09;VARI_ANUA;-1.8;M
2007-09;11;10;VARI_ANUA;2.7;M
2007-09;11;11;VARI_ANUA;5.2;M
2007-09;11;12;VARI_ANUA;2.2;M
2007-09;14;00;VARI_ANUA;2.4;M
2007-09;14;01;VARI_ANUA;2.6;M
2007-09;14;02;VARI_ANUA;6.8;M
2007-09;14;03;VARI_ANUA;1.1;M
2007-09;14;04;VARI_ANUA;2.0;M
2007-09;14;05;VARI_ANUA;1.7;M
2007-09;14;06;VARI_ANUA;-3.8;M
2007-09;14;07;VARI_ANUA;2.7;M
2007-09;14;08;VARI_ANUA;0.5;M
2007-09;14;09;VARI_ANUA;-0.6;M
2007-09;14;10;VARI_ANUA;4.2;M
2007-09;14;11;VARI_ANUA;4.3;M
2007-09;14;12;VARI_ANUA;3.3;M
2007-09;18;00;VARI_ANUA;2.8;M
2007-09;18;01;VARI_ANUA;3.9;M
2007-09;18;02;VARI_ANUA;7.1;M
2007-09;18;03;VARI_ANUA;0.7;M
2007-09;18;04;VARI_ANUA;3.2;M
2007-09;18;05;VARI_ANUA;2.8;M
2007-09;18;06;VARI_ANUA;-3.0;M
2007-09;18;07;VARI_ANUA;2.4;M
2007-09;18;08;VARI_ANUA;0.8;M
2007-09;18;09;VARI_ANUA;-0.4;M
2007-09;18;10;VARI_ANUA;1.9;M
2007-09;18;11;VARI_ANUA;5.6;M
2007-09;18;12;VARI_ANUA;2.2;M
2007-09;21;00;VARI_ANUA;2.9;M
2007-09;21;01;VARI_ANUA;3.5;M
2007-09;21;02;VARI_ANUA;7.2;M
2007-09;21;03;VARI_ANUA;1.0;M
2007-09;21;04;VARI_ANUA;2.5;M
2007-09;21;05;VARI_ANUA;2.2;M
2007-09;21;06;VARI_ANUA;-2.9;M
2007-09;21;07;VARI_ANUA;2.7;M
2007-09;21;08;VARI_ANUA;0.6;M
2007-09;21;09;VARI_ANUA;-2.1;M
2007-09;21;10;VARI_ANUA;3.0;M
2007-09;21;11;VARI_ANUA;5.2;M
2007-09;21;12;VARI_ANUA;2.9;M
2007-09;23;00;VARI_ANUA;2.8;M
2007-09;23;01;VARI_ANUA;4.0;M
2007-09;23;02;VARI_ANUA;6.2;M
2007-09;23;03;VARI_ANUA;1.1;M
2007-09;23;04;VARI_ANUA;3.1;M
2007-09;23;05;VARI_ANUA;2.7;M
2007-09;23;06;VARI_ANUA;-5.1;M
2007-09;23;07;VARI_ANUA;2.4;M
2007-09;23;08;VARI_ANUA;0.7;M
2007-09;23;09;VARI_ANUA;1.1;M
2007-09;23;10;VARI_ANUA;3.5;M
2007-09;23;11;VARI_ANUA;3.9;M
2007-09;23;12;VARI_ANUA;1.6;M
2007-09;29;00;VARI_ANUA;2.5;M
2007-09;29;01;VARI_ANUA;3.7;M
2007-09;29;02;VARI_ANUA;7.1;M
2007-09;29;03;VARI_ANUA;0.5;M
2007-09;29;04;VARI_ANUA;2.5;M
2007-09;29;05;VARI_ANUA;2.5;M
2007-09;29;06;VARI_ANUA;-3.6;M
2007-09;29;07;VARI_ANUA;2.2;M
2007-09;29;08;VARI_ANUA;0.9;M
2007-09;29;09;VARI_ANUA;-1.8;M
2007-09;29;10;VARI_ANUA;3.6;M
2007-09;29;11;VARI_ANUA;4.9;M
2007-09;29;12;VARI_ANUA;3.1;M
2007-09;41;00;VARI_ANUA;2.6;M
2007-09;41;01;VARI_ANUA;4.4;M
2007-09;41;02;VARI_ANUA;7.0;M
2007-09;41;03;VARI_ANUA;0.2;M
2007-09;41;04;VARI_ANUA;2.6;M
2007-09;41;05;VARI_ANUA;3.9;M
2007-09;41;06;VARI_ANUA;-3.8;M
2007-09;41;07;VARI_ANUA;2.3;M
2007-09;41;08;VARI_ANUA;0.0;M
2007-09;41;09;VARI_ANUA;-2.5;M
2007-09;41;10;VARI_ANUA;3.2;M
2007-09;41;11;VARI_ANUA;4.2;M
2007-09;41;12;VARI_ANUA;2.8;M
2007-10;108;00;VARI_ANUA;3.6;M
2007-10;108;01;VARI_ANUA;5.5;M
2007-10;108;02;VARI_ANUA;6.6;M
2007-10;108;03;VARI_ANUA;0.9;M
2007-10;108;04;VARI_ANUA;4.2;M
2007-10;108;05;VARI_ANUA;2.5;M
2007-10;108;06;VARI_ANUA;-2.1;M
2007-10;108;07;VARI_ANUA;4.9;M
2007-10;108;08;VARI_ANUA;0.6;M
2007-10;108;09;VARI_ANUA;-0.7;M
2007-10;108;10;VARI_ANUA;4.5;M
2007-10;108;11;VARI_ANUA;4.8;M
2007-10;108;12;VARI_ANUA;3.0;M
2007-10;C01;00;VARI_ANUA;3.5;M
2007-10;C01;01;VARI_ANUA;5.8;M
2007-10;C01;02;VARI_ANUA;7.0;M
2007-10;C01;03;VARI_ANUA;0.5;M
2007-10;C01;04;VARI_ANUA;3.6;M
2007-10;C01;05;VARI_ANUA;2.8;M
2007-10;C01;06;VARI_ANUA;-3.3;M
2007-10;C01;07;VARI_ANUA;4.7;M
2007-10;C01;08;VARI_ANUA;0.6;M
2007-10;C01;09;VARI_ANUA;-1.5;M
2007-10;C01;10;VARI_ANUA;3.4;M
2007-10;C01;11;VARI_ANUA;4.5;M
2007-10;C01;12;VARI_ANUA;2.8;M
2007-10;04;00;VARI_ANUA;3.7;M
2007-10;04;01;VARI_ANUA;6.5;M
2007-10;04;02;VARI_ANUA;7.2;M
2007-10;04;03;VARI_ANUA;1.0;M
2007-10;04;04;VARI_ANUA;3.8;M
2007-10;04;05;VARI_ANUA;2.2;M
2007-10;04;06;VARI_ANUA;-2.4;M
2007-10;04;07;VARI_ANUA;5.2;M
2007-10;04;08;VARI_ANUA;1.1;M
2007-10;04;09;VARI_ANUA;-0.8;M
2007-10;04;10;VARI_ANUA;2.9;M
2007-10;04;11;VARI_ANUA;3.0;M
2007-10;04;12;VARI_ANUA;2.6;M
2007-10;11;00;VARI_ANUA;3.6;M
2007-10;11;01;VARI_ANUA;6.3;M
2007-10;11;02;VARI_ANUA;7.1;M
2007-10;11;03;VARI_ANUA;0.8;M
2007-10;11;04;VARI_ANUA;3.8;M
2007-10;11;05;VARI_ANUA;1.3;M
2007-10;11;06;VARI_ANUA;-2.5;M
2007-10;11;07;VARI_ANUA;4.9;M
2007-10;11;08;VARI_ANUA;0.1;M
2007-10;11;09;VARI_ANUA;-1.9;M
2007-10;11;10;VARI_ANUA;2.5;M
2007-10;11;11;VARI_ANUA;5.0;M
2007-10;11;12;VARI_ANUA;2.3;M
2007-10;14;00;VARI_ANUA;3.1;M
2007-10;14;01;VARI_ANUA;4.4;M
2007-10;14;02;VARI_ANUA;6.9;M
2007-10;14;03;VARI_ANUA;0.7;M
2007-10;14;04;VARI_ANUA;3.3;M
2007-10;14;05;VARI_ANUA;1.5;M
2007-10;14;06;VARI_ANUA;-3.8;M
2007-10;14;07;VARI_ANUA;4.7;M
2007-10;14;08;VARI_ANUA;0.6;M
2007-10;14;09;VARI_ANUA;-1.4;M
2007-10;14;10;VARI_ANUA;4.1;M
2007-10;14;11;VARI_ANUA;4.3;M
2007-10;14;12;VARI_ANUA;2.9;M
2007-10;18;00;VARI_ANUA;3.5;M
2007-10;18;01;VARI_ANUA;5.6;M
2007-10;18;02;VARI_ANUA;7.0;M
2007-10;18;03;VARI_ANUA;0.7;M
2007-10;18;04;VARI_ANUA;4.3;M
2007-10;18;05;VARI_ANUA;2.7;M
2007-10;18;06;VARI_ANUA;-3.3;M
2007-10;18;07;VARI_ANUA;4.3;M
2007-10;18;08;VARI_ANUA;0.8;M
2007-10;18;09;VARI_ANUA;-0.2;M
2007-10;18;10;VARI_ANUA;2.1;M
2007-10;18;11;VARI_ANUA;5.9;M
2007-10;18;12;VARI_ANUA;2.6;M
2007-10;21;00;VARI_ANUA;3.6;M
2007-10;21;01;VARI_ANUA;4.9;M
2007-10;21;02;VARI_ANUA;7.2;M
2007-10;21;03;VARI_ANUA;1.0;M
2007-10;21;04;VARI_ANUA;3.8;M
2007-10;21;05;VARI_ANUA;2.9;M
2007-10;21;06;VARI_ANUA;-2.0;M
2007-10;21;07;VARI_ANUA;5.2;M
2007-10;21;08;VARI_ANUA;0.7;M
2007-10;21;09;VARI_ANUA;-2.1;M
2007-10;21;10;VARI_ANUA;2.9;M
2007-10;21;11;VARI_ANUA;4.7;M
2007-10;21;12;VARI_ANUA;2.4;M
2007-10;23;00;VARI_ANUA;3.6;M
2007-10;23;01;VARI_ANUA;5.3;M
2007-10;23;02;VARI_ANUA;6.2;M
2007-10;23;03;VARI_ANUA;0.8;M
2007-10;23;04;VARI_ANUA;4.3;M
2007-10;23;05;VARI_ANUA;2.8;M
2007-10;23;06;VARI_ANUA;-5.0;M
2007-10;23;07;VARI_ANUA;5.3;M
2007-10;23;08;VARI_ANUA;0.8;M
2007-10;23;09;VARI_ANUA;0.9;M
2007-10;23;10;VARI_ANUA;3.4;M
2007-10;23;11;VARI_ANUA;4.5;M
2007-10;23;12;VARI_ANUA;1.9;M
2007-10;29;00;VARI_ANUA;3.3;M
2007-10;29;01;VARI_ANUA;5.3;M
2007-10;29;02;VARI_ANUA;7.0;M
2007-10;29;03;VARI_ANUA;0.3;M
2007-10;29;04;VARI_ANUA;3.0;M
2007-10;29;05;VARI_ANUA;2.9;M
2007-10;29;06;VARI_ANUA;-3.5;M
2007-10;29;07;VARI_ANUA;4.6;M
2007-10;29;08;VARI_ANUA;0.9;M
2007-10;29;09;VARI_ANUA;-2.5;M
2007-10;29;10;VARI_ANUA;4.5;M
2007-10;29;11;VARI_ANUA;4.8;M
2007-10;29;12;VARI_ANUA;3.2;M
2007-10;41;00;VARI_ANUA;3.7;M
2007-10;41;01;VARI_ANUA;6.8;M
2007-10;41;02;VARI_ANUA;7.1;M
2007-10;41;03;VARI_ANUA;0.5;M
2007-10;41;04;VARI_ANUA;3.6;M
2007-10;41;05;VARI_ANUA;4.0;M
2007-10;41;06;VARI_ANUA;-3.4;M
2007-10;41;07;VARI_ANUA;4.5;M
2007-10;41;08;VARI_ANUA;0.2;M
2007-10;41;09;VARI_ANUA;-2.1;M
2007-10;41;10;VARI_ANUA;3.6;M
2007-10;41;11;VARI_ANUA;4.1;M
2007-10;41;12;VARI_ANUA;3.5;M
2007-11;108;00;VARI_ANUA;4.1;M
2007-11;108;01;VARI_ANUA;6.3;M
2007-11;108;02;VARI_ANUA;6.6;M
2007-11;108;03;VARI_ANUA;1.2;M
2007-11;108;04;VARI_ANUA;4.7;M
2007-11;108;05;VARI_ANUA;2.4;M
2007-11;108;06;VARI_ANUA;-2.1;M
2007-11;108;07;VARI_ANUA;6.6;M
2007-11;108;08;VARI_ANUA;0.7;M
2007-11;108;09;VARI_ANUA;-0.7;M
2007-11;108;10;VARI_ANUA;4.1;M
2007-11;108;11;VARI_ANUA;4.8;M
2007-11;108;12;VARI_ANUA;3.0;M
2007-11;C01;00;VARI_ANUA;4.0;M
2007-11;C01;01;VARI_ANUA;6.5;M
2007-11;C01;02;VARI_ANUA;6.9;M
2007-11;C01;03;VARI_ANUA;1.1;M
2007-11;C01;04;VARI_ANUA;3.9;M
2007-11;C01;05;VARI_ANUA;2.8;M
2007-11;C01;06;VARI_ANUA;-3.1;M
2007-11;C01;07;VARI_ANUA;6.4;M
2007-11;C01;08;VARI_ANUA;0.7;M
2007-11;C01;09;VARI_ANUA;-1.3;M
2007-11;C01;10;VARI_ANUA;3.8;M
2007-11;C01;11;VARI_ANUA;4.4;M
2007-11;C01;12;VARI_ANUA;2.8;M
2007-11;04;00;VARI_ANUA;4.3;M
2007-11;04;01;VARI_ANUA;7.4;M
2007-11;04;02;VARI_ANUA;6.9;M
2007-11;04;03;VARI_ANUA;0.6;M
2007-11;04;04;VARI_ANUA;4.1;M
2007-11;04;05;VARI_ANUA;2.0;M
2007-11;04;06;VARI_ANUA;-2.4;M
2007-11;04;07;VARI_ANUA;7.2;M
2007-11;04;08;VARI_ANUA;1.1;M
2007-11;04;09;VARI_ANUA;-0.5;M
2007-11;04;10;VARI_ANUA;4.6;M
2007-11;04;11;VARI_ANUA;3.2;M
2007-11;04;12;VARI_ANUA;2.6;M
2007-11;11;00;VARI_ANUA;4.1;M
2007-11;11;01;VARI_ANUA;6.8;M
2007-11;11;02;VARI_ANUA;6.9;M
2007-11;11;03;VARI_ANUA;1.0;M
2007-11;11;04;VARI_ANUA;4.2;M
2007-11;11;05;VARI_ANUA;1.5;M
2007-11;11;06;VARI_ANUA;-2.5;M
2007-11;11;07;VARI_ANUA;6.6;M
2007-11;11;08;VARI_ANUA;0.3;M
2007-11;11;09;VARI_ANUA;-1.3;M
2007-11;11;10;VARI_ANUA;2.6;M
2007-11;11;11;VARI_ANUA;4.9;M
2007-11;11;12;VARI_ANUA;2.4;M
2007-11;14;00;VARI_ANUA;3.6;M
2007-11;14;01;VARI_ANUA;5.0;M
2007-11;14;02;VARI_ANUA;6.8;M
2007-11;14;03;VARI_ANUA;1.5;M
2007-11;14;04;VARI_ANUA;3.5;M
2007-11;14;05;VARI_ANUA;1.4;M
2007-11;14;06;VARI_ANUA;-3.8;M
2007-11;14;07;VARI_ANUA;6.4;M
2007-11;14;08;VARI_ANUA;0.7;M
2007-11;14;09;VARI_ANUA;-2.0;M
2007-11;14;10;VARI_ANUA;3.7;M
2007-11;14;11;VARI_ANUA;4.0;M
2007-11;14;12;VARI_ANUA;2.9;M
2007-11;18;00;VARI_ANUA;3.9;M
2007-11;18;01;VARI_ANUA;6.3;M
2007-11;18;02;VARI_ANUA;6.8;M
2007-11;18;03;VARI_ANUA;1.0;M
2007-11;18;04;VARI_ANUA;4.7;M
2007-11;18;05;VARI_ANUA;2.5;M
2007-11;18;06;VARI_ANUA;-3.1;M
2007-11;18;07;VARI_ANUA;5.8;M
2007-11;18;08;VARI_ANUA;0.9;M
2007-11;18;09;VARI_ANUA;-0.8;M
2007-11;18;10;VARI_ANUA;2.4;M
2007-11;18;11;VARI_ANUA;5.5;M
2007-11;18;12;VARI_ANUA;2.5;M
2007-11;21;00;VARI_ANUA;4.0;M
2007-11;21;01;VARI_ANUA;5.7;M
2007-11;21;02;VARI_ANUA;7.0;M
2007-11;21;03;VARI_ANUA;1.3;M
2007-11;21;04;VARI_ANUA;3.8;M
2007-11;21;05;VARI_ANUA;3.0;M
2007-11;21;06;VARI_ANUA;-2.1;M
2007-11;21;07;VARI_ANUA;7.1;M
2007-11;21;08;VARI_ANUA;0.8;M
2007-11;21;09;VARI_ANUA;-1.8;M
2007-11;21;10;VARI_ANUA;3.4;M
2007-11;21;11;VARI_ANUA;4.0;M
2007-11;21;12;VARI_ANUA;2.4;M
2007-11;23;00;VARI_ANUA;4.0;M
2007-11;23;01;VARI_ANUA;5.9;M
2007-11;23;02;VARI_ANUA;6.0;M
2007-11;23;03;VARI_ANUA;1.4;M
2007-11;23;04;VARI_ANUA;4.9;M
2007-11;23;05;VARI_ANUA;2.4;M
2007-11;23;06;VARI_ANUA;-5.0;M
2007-11;23;07;VARI_ANUA;7.4;M
2007-11;23;08;VARI_ANUA;0.9;M
2007-11;23;09;VARI_ANUA;0.2;M
2007-11;23;10;VARI_ANUA;2.5;M
2007-11;23;11;VARI_ANUA;4.5;M
2007-11;23;12;VARI_ANUA;2.0;M
2007-11;29;00;VARI_ANUA;3.9;M
2007-11;29;01;VARI_ANUA;6.1;M
2007-11;29;02;VARI_ANUA;6.8;M
2007-11;29;03;VARI_ANUA;0.7;M
2007-11;29;04;VARI_ANUA;3.4;M
2007-11;29;05;VARI_ANUA;3.4;M
2007-11;29;06;VARI_ANUA;-3.6;M
2007-11;29;07;VARI_ANUA;6.3;M
2007-11;29;08;VARI_ANUA;1.0;M
2007-11;29;09;VARI_ANUA;-2.1;M
2007-11;29;10;VARI_ANUA;4.5;M
2007-11;29;11;VARI_ANUA;4.7;M
2007-11;29;12;VARI_ANUA;3.2;M
2007-11;41;00;VARI_ANUA;4.3;M
2007-11;41;01;VARI_ANUA;7.7;M
2007-11;41;02;VARI_ANUA;7.2;M
2007-11;41;03;VARI_ANUA;1.1;M
2007-11;41;04;VARI_ANUA;3.6;M
2007-11;41;05;VARI_ANUA;4.0;M
2007-11;41;06;VARI_ANUA;-3.0;M
2007-11;41;07;VARI_ANUA;6.0;M
2007-11;41;08;VARI_ANUA;0.4;M
2007-11;41;09;VARI_ANUA;-1.2;M
2007-11;41;10;VARI_ANUA;4.6;M
2007-11;41;11;VARI_ANUA;4.2;M
2007-11;41;12;VARI_ANUA;3.4;M
2007-12;108;00;VARI_ANUA;4.2;M
2007-12;108;01;VARI_ANUA;6.6;M
2007-12;108;02;VARI_ANUA;6.1;M
2007-12;108;03;VARI_ANUA;1.2;M
2007-12;108;04;VARI_ANUA;4.8;M
2007-12;108;05;VARI_ANUA;2.5;M
2007-12;108;06;VARI_ANUA;-2.1;M
2007-12;108;07;VARI_ANUA;7.1;M
2007-12;108;08;VARI_ANUA;0.8;M
2007-12;108;09;VARI_ANUA;-0.8;M
2007-12;108;10;VARI_ANUA;4.1;M
2007-12;108;11;VARI_ANUA;4.9;M
2007-12;108;12;VARI_ANUA;3.0;M
2007-12;C01;00;VARI_ANUA;4.2;M
2007-12;C01;01;VARI_ANUA;6.8;M
2007-12;C01;02;VARI_ANUA;6.3;M
2007-12;C01;03;VARI_ANUA;1.0;M
2007-12;C01;04;VARI_ANUA;3.9;M
2007-12;C01;05;VARI_ANUA;2.9;M
2007-12;C01;06;VARI_ANUA;-3.1;M
2007-12;C01;07;VARI_ANUA;6.9;M
2007-12;C01;08;VARI_ANUA;0.8;M
2007-12;C01;09;VARI_ANUA;-1.4;M
2007-12;C01;10;VARI_ANUA;3.8;M
2007-12;C01;11;VARI_ANUA;4.5;M
2007-12;C01;12;VARI_ANUA;2.7;M
2007-12;04;00;VARI_ANUA;4.5;M
2007-12;04;01;VARI_ANUA;7.7;M
2007-12;04;02;VARI_ANUA;6.3;M
2007-12;04;03;VARI_ANUA;0.6;M
2007-12;04;04;VARI_ANUA;4.5;M
2007-12;04;05;VARI_ANUA;2.3;M
2007-12;04;06;VARI_ANUA;-2.5;M
2007-12;04;07;VARI_ANUA;7.8;M
2007-12;04;08;VARI_ANUA;1.1;M
2007-12;04;09;VARI_ANUA;-1.0;M
2007-12;04;10;VARI_ANUA;4.6;M
2007-12;04;11;VARI_ANUA;4.1;M
2007-12;04;12;VARI_ANUA;2.4;M
2007-12;11;00;VARI_ANUA;4.3;M
2007-12;11;01;VARI_ANUA;7.2;M
2007-12;11;02;VARI_ANUA;6.3;M
2007-12;11;03;VARI_ANUA;1.0;M
2007-12;11;04;VARI_ANUA;4.0;M
2007-12;11;05;VARI_ANUA;2.0;M
2007-12;11;06;VARI_ANUA;-2.5;M
2007-12;11;07;VARI_ANUA;7.0;M
2007-12;11;08;VARI_ANUA;0.6;M
2007-12;11;09;VARI_ANUA;-1.0;M
2007-12;11;10;VARI_ANUA;2.5;M
2007-12;11;11;VARI_ANUA;4.9;M
2007-12;11;12;VARI_ANUA;2.3;M
2007-12;14;00;VARI_ANUA;4.0;M
2007-12;14;01;VARI_ANUA;5.5;M
2007-12;14;02;VARI_ANUA;6.3;M
2007-12;14;03;VARI_ANUA;1.5;M
2007-12;14;04;VARI_ANUA;3.9;M
2007-12;14;05;VARI_ANUA;2.5;M
2007-12;14;06;VARI_ANUA;-2.9;M
2007-12;14;07;VARI_ANUA;6.8;M
2007-12;14;08;VARI_ANUA;0.7;M
2007-12;14;09;VARI_ANUA;-1.7;M
2007-12;14;10;VARI_ANUA;3.8;M
2007-12;14;11;VARI_ANUA;4.3;M
2007-12;14;12;VARI_ANUA;2.8;M
2007-12;18;00;VARI_ANUA;4.0;M
2007-12;18;01;VARI_ANUA;6.8;M
2007-12;18;02;VARI_ANUA;6.3;M
2007-12;18;03;VARI_ANUA;0.9;M
2007-12;18;04;VARI_ANUA;4.6;M
2007-12;18;05;VARI_ANUA;2.3;M
2007-12;18;06;VARI_ANUA;-3.1;M
2007-12;18;07;VARI_ANUA;6.4;M
2007-12;18;08;VARI_ANUA;0.9;M
2007-12;18;09;VARI_ANUA;-1.0;M
2007-12;18;10;VARI_ANUA;2.4;M
2007-12;18;11;VARI_ANUA;5.7;M
2007-12;18;12;VARI_ANUA;2.6;M
2007-12;21;00;VARI_ANUA;4.3;M
2007-12;21;01;VARI_ANUA;6.3;M
2007-12;21;02;VARI_ANUA;6.6;M
2007-12;21;03;VARI_ANUA;1.4;M
2007-12;21;04;VARI_ANUA;3.9;M
2007-12;21;05;VARI_ANUA;2.6;M
2007-12;21;06;VARI_ANUA;-2.1;M
2007-12;21;07;VARI_ANUA;7.6;M
2007-12;21;08;VARI_ANUA;0.9;M
2007-12;21;09;VARI_ANUA;-1.7;M
2007-12;21;10;VARI_ANUA;3.4;M
2007-12;21;11;VARI_ANUA;3.9;M
2007-12;21;12;VARI_ANUA;2.6;M
2007-12;23;00;VARI_ANUA;4.1;M
2007-12;23;01;VARI_ANUA;6.1;M
2007-12;23;02;VARI_ANUA;5.7;M
2007-12;23;03;VARI_ANUA;1.4;M
2007-12;23;04;VARI_ANUA;4.9;M
2007-12;23;05;VARI_ANUA;2.1;M
2007-12;23;06;VARI_ANUA;-5.0;M
2007-12;23;07;VARI_ANUA;7.9;M
2007-12;23;08;VARI_ANUA;0.9;M
2007-12;23;09;VARI_ANUA;-0.2;M
2007-12;23;10;VARI_ANUA;3.3;M
2007-12;23;11;VARI_ANUA;4.8;M
2007-12;23;12;VARI_ANUA;2.3;M
2007-12;29;00;VARI_ANUA;4.0;M
2007-12;29;01;VARI_ANUA;6.5;M
2007-12;29;02;VARI_ANUA;6.2;M
2007-12;29;03;VARI_ANUA;0.4;M
2007-12;29;04;VARI_ANUA;3.4;M
2007-12;29;05;VARI_ANUA;3.0;M
2007-12;29;06;VARI_ANUA;-3.6;M
2007-12;29;07;VARI_ANUA;6.8;M
2007-12;29;08;VARI_ANUA;1.0;M
2007-12;29;09;VARI_ANUA;-2.7;M
2007-12;29;10;VARI_ANUA;4.5;M
2007-12;29;11;VARI_ANUA;4.7;M
2007-12;29;12;VARI_ANUA;3.0;M
2007-12;41;00;VARI_ANUA;4.2;M
2007-12;41;01;VARI_ANUA;7.6;M
2007-12;41;02;VARI_ANUA;6.6;M
2007-12;41;03;VARI_ANUA;1.2;M
2007-12;41;04;VARI_ANUA;3.3;M
2007-12;41;05;VARI_ANUA;4.0;M
2007-12;41;06;VARI_ANUA;-3.0;M
2007-12;41;07;VARI_ANUA;6.3;M
2007-12;41;08;VARI_ANUA;0.6;M
2007-12;41;09;VARI_ANUA;-1.3;M
2007-12;41;10;VARI_ANUA;4.6;M
2007-12;41;11;VARI_ANUA;4.2;M
2007-12;41;12;VARI_ANUA;3.1;M
2006-01;108;00;VARI_ANUA;4.2;M
2006-01;108;01;VARI_ANUA;4.4;M
2006-01;108;02;VARI_ANUA;2.7;M
