TEMPORAL;TERRITORIO;IPC_RUBRICAS;INDICATOR;OBS_VALUE;FREQ
2012-07;108;27;VARI_ANUA;-0.9;M
2012-07;108;28;VARI_ANUA;0.0;M
2012-07;108;29;VARI_ANUA;0.4;M
2012-07;108;30;VARI_ANUA;0.3;M
2012-07;108;31;VARI_ANUA;0.7;M
2012-07;108;32;VARI_ANUA;2.1;M
2012-07;108;33;VARI_ANUA;0.5;M
2012-07;108;34;VARI_ANUA;9.8;M
2012-07;108;35;VARI_ANUA;1.6;M
2012-07;108;36;VARI_ANUA;-0.3;M
2012-07;108;37;VARI_ANUA;-1.3;M
2012-07;108;38;VARI_ANUA;-1.1;M
2012-07;108;39;VARI_ANUA;0.6;M
2012-07;108;40;VARI_ANUA;1.6;M
2012-07;108;41;VARI_ANUA;1.9;M
2012-07;108;42;VARI_ANUA;1.5;M
2012-07;108;43;VARI_ANUA;12.8;M
2012-07;108;44;VARI_ANUA;2.9;M
2012-07;108;45;VARI_ANUA;9.8;M
2012-07;108;46;VARI_ANUA;5.6;M
2012-07;108;47;VARI_ANUA;-4.6;M
2012-07;108;48;VARI_ANUA;-5.3;M
2012-07;108;49;VARI_ANUA;1.0;M
2012-07;108;50;VARI_ANUA;2.6;M
2012-07;108;51;VARI_ANUA;2.3;M
2012-07;108;52;VARI_ANUA;2.4;M
2012-07;108;53;VARI_ANUA;4.3;M
2012-07;108;54;VARI_ANUA;1.4;M
2012-07;108;55;VARI_ANUA;0.0;M
2012-07;108;56;VARI_ANUA;1.3;M
2012-07;108;57;VARI_ANUA;3.5;M
2012-07;C01;01;VARI_ANUA;2.0;M
2012-07;C01;02;VARI_ANUA;0.3;M
2012-07;C01;03;VARI_ANUA;5.8;M
2012-07;C01;04;VARI_ANUA;-1.1;M
2012-07;C01;05;VARI_ANUA;-1.0;M
2012-07;C01;06;VARI_ANUA;-2.7;M
2012-07;C01;07;VARI_ANUA;1.6;M
2012-07;C01;08;VARI_ANUA;1.3;M
2012-07;C01;09;VARI_ANUA;1.1;M
2012-07;C01;10;VARI_ANUA;20.6;M
2012-07;C01;11;VARI_ANUA;0.3;M
2012-07;C01;12;VARI_ANUA;2.3;M
2012-07;C01;13;VARI_ANUA;-1.7;M
2012-07;C01;14;VARI_ANUA;11.7;M
2012-07;C01;15;VARI_ANUA;3.1;M
2012-07;C01;16;VARI_ANUA;-7.8;M
2012-07;C01;17;VARI_ANUA;3.2;M
2012-07;C01;18;VARI_ANUA;-2.5;M
2012-07;C01;19;VARI_ANUA;4.4;M
2012-07;C01;20;VARI_ANUA;1.8;M
2012-07;C01;21;VARI_ANUA;0.8;M
2012-07;C01;22;VARI_ANUA;1.5;M
2012-07;C01;23;VARI_ANUA;1.1;M
2012-07;C01;24;VARI_ANUA;12.7;M
2012-07;C01;25;VARI_ANUA;1.1;M
2012-07;C01;26;VARI_ANUA;0.2;M
2012-07;C01;27;VARI_ANUA;-2.2;M
2012-07;C01;28;VARI_ANUA;-1.0;M
2012-07;C01;29;VARI_ANUA;-0.1;M
2012-07;C01;30;VARI_ANUA;1.2;M
2012-07;C01;31;VARI_ANUA;-0.2;M
2012-07;C01;32;VARI_ANUA;2.1;M
2012-07;C01;33;VARI_ANUA;0.5;M
2012-07;C01;34;VARI_ANUA;10.1;M
2012-07;C01;35;VARI_ANUA;1.3;M
2012-07;C01;36;VARI_ANUA;-0.5;M
2012-07;C01;37;VARI_ANUA;-0.8;M
2012-07;C01;38;VARI_ANUA;-1.3;M
2012-07;C01;39;VARI_ANUA;-0.7;M
2012-07;C01;40;VARI_ANUA;0.6;M
2012-07;C01;41;VARI_ANUA;1.2;M
2012-07;C01;42;VARI_ANUA;1.3;M
2012-07;C01;43;VARI_ANUA;12.1;M
2012-07;C01;44;VARI_ANUA;3.1;M
2012-07;C01;45;VARI_ANUA;2.2;M
2012-07;C01;46;VARI_ANUA;4.7;M
2012-07;C01;47;VARI_ANUA;-4.6;M
2012-07;C01;48;VARI_ANUA;-5.0;M
2012-07;C01;49;VARI_ANUA;0.9;M
2012-07;C01;50;VARI_ANUA;2.4;M
2012-07;C01;51;VARI_ANUA;2.3;M
2012-07;C01;52;VARI_ANUA;3.0;M
2012-07;C01;53;VARI_ANUA;4.1;M
2012-07;C01;54;VARI_ANUA;1.0;M
2012-07;C01;55;VARI_ANUA;-0.7;M
2012-07;C01;56;VARI_ANUA;0.7;M
2012-07;C01;57;VARI_ANUA;3.3;M
2012-08;108;01;VARI_ANUA;2.3;M
2012-08;108;02;VARI_ANUA;0.9;M
2012-08;108;03;VARI_ANUA;3.0;M
2012-08;108;04;VARI_ANUA;0.8;M
2012-08;108;05;VARI_ANUA;-0.3;M
2012-08;108;06;VARI_ANUA;-1.8;M
2012-08;108;07;VARI_ANUA;1.7;M
2012-08;108;08;VARI_ANUA;0.8;M
2012-08;108;09;VARI_ANUA;1.9;M
2012-08;108;10;VARI_ANUA;18.6;M
2012-08;108;11;VARI_ANUA;0.9;M
2012-08;108;12;VARI_ANUA;1.7;M
2012-08;108;13;VARI_ANUA;-0.7;M
2012-08;108;14;VARI_ANUA;11.3;M
2012-08;108;15;VARI_ANUA;2.8;M
2012-08;108;16;VARI_ANUA;-6.1;M
2012-08;108;17;VARI_ANUA;2.8;M
2012-08;108;18;VARI_ANUA;5.5;M
2012-08;108;19;VARI_ANUA;3.5;M
2012-08;108;20;VARI_ANUA;0.7;M
2012-08;108;21;VARI_ANUA;1.8;M
2012-08;108;22;VARI_ANUA;1.8;M
2012-08;108;23;VARI_ANUA;2.0;M
2012-08;108;24;VARI_ANUA;12.9;M
2012-08;108;25;VARI_ANUA;0.9;M
2012-08;108;26;VARI_ANUA;-0.5;M
2012-08;108;27;VARI_ANUA;-1.3;M
2012-08;108;28;VARI_ANUA;0.1;M
2012-08;108;29;VARI_ANUA;0.2;M
2012-08;108;30;VARI_ANUA;0.3;M
2012-08;108;31;VARI_ANUA;0.3;M
2012-08;108;32;VARI_ANUA;2.1;M
2012-08;108;33;VARI_ANUA;0.4;M
2012-08;108;34;VARI_ANUA;10.9;M
2012-08;108;35;VARI_ANUA;1.7;M
2012-08;108;36;VARI_ANUA;0.1;M
2012-08;108;37;VARI_ANUA;-1.5;M
2012-08;108;38;VARI_ANUA;-1.1;M
2012-08;108;39;VARI_ANUA;0.4;M
2012-08;108;40;VARI_ANUA;1.4;M
2012-08;108;41;VARI_ANUA;2.0;M
2012-08;108;42;VARI_ANUA;1.5;M
2012-08;108;43;VARI_ANUA;12.4;M
2012-08;108;44;VARI_ANUA;5.3;M
2012-08;108;45;VARI_ANUA;8.9;M
2012-08;108;46;VARI_ANUA;5.4;M
2012-08;108;47;VARI_ANUA;-4.6;M
2012-08;108;48;VARI_ANUA;-5.5;M
2012-08;108;49;VARI_ANUA;-0.1;M
2012-08;108;50;VARI_ANUA;2.0;M
2012-08;108;51;VARI_ANUA;2.3;M
2012-08;108;52;VARI_ANUA;2.4;M
2012-08;108;53;VARI_ANUA;4.3;M
2012-08;108;54;VARI_ANUA;1.4;M
2012-08;108;55;VARI_ANUA;-0.1;M
2012-08;108;56;VARI_ANUA;1.2;M
2012-08;108;57;VARI_ANUA;5.3;M
2012-08;C01;01;VARI_ANUA;1.7;M
2012-08;C01;02;VARI_ANUA;0.6;M
2012-08;C01;03;VARI_ANUA;6.0;M
2012-08;C01;04;VARI_ANUA;1.4;M
2012-08;C01;05;VARI_ANUA;-0.7;M
2012-08;C01;06;VARI_ANUA;-3.2;M
2012-08;C01;07;VARI_ANUA;1.6;M
2012-08;C01;08;VARI_ANUA;0.4;M
2012-08;C01;09;VARI_ANUA;0.8;M
2012-08;C01;10;VARI_ANUA;19.0;M
2012-08;C01;11;VARI_ANUA;-1.5;M
2012-08;C01;12;VARI_ANUA;1.1;M
2012-08;C01;13;VARI_ANUA;-2.3;M
2012-08;C01;14;VARI_ANUA;14.3;M
2012-08;C01;15;VARI_ANUA;3.3;M
2012-08;C01;16;VARI_ANUA;-10.0;M
2012-08;C01;17;VARI_ANUA;3.7;M
2012-08;C01;18;VARI_ANUA;6.1;M
2012-08;C01;19;VARI_ANUA;3.8;M
2012-08;C01;20;VARI_ANUA;0.1;M
2012-08;C01;21;VARI_ANUA;1.5;M
2012-08;C01;22;VARI_ANUA;2.5;M
2012-08;C01;23;VARI_ANUA;1.0;M
2012-08;C01;24;VARI_ANUA;13.1;M
2012-08;C01;25;VARI_ANUA;0.8;M
2012-08;C01;26;VARI_ANUA;0.1;M
2012-08;C01;27;VARI_ANUA;-2.4;M
2012-08;C01;28;VARI_ANUA;-1.2;M
2012-08;C01;29;VARI_ANUA;-0.1;M
2012-08;C01;30;VARI_ANUA;1.7;M
2012-08;C01;31;VARI_ANUA;-0.2;M
2012-08;C01;32;VARI_ANUA;1.9;M
2012-08;C01;33;VARI_ANUA;0.5;M
2012-08;C01;34;VARI_ANUA;10.4;M
2012-08;C01;35;VARI_ANUA;1.1;M
2012-08;C01;36;VARI_ANUA;0.0;M
2012-08;C01;37;VARI_ANUA;-1.0;M
2012-08;C01;38;VARI_ANUA;-1.3;M
2012-08;C01;39;VARI_ANUA;-0.9;M
2012-08;C01;40;VARI_ANUA;0.0;M
2012-08;C01;41;VARI_ANUA;1.3;M
2012-08;C01;42;VARI_ANUA;1.3;M
2012-08;C01;43;VARI_ANUA;11.6;M
2012-08;C01;44;VARI_ANUA;5.4;M
2012-08;C01;45;VARI_ANUA;2.2;M
2012-08;C01;46;VARI_ANUA;4.5;M
2012-08;C01;47;VARI_ANUA;-4.6;M
2012-08;C01;48;VARI_ANUA;-5.5;M
2012-08;C01;49;VARI_ANUA;0.0;M
2012-08;C01;50;VARI_ANUA;1.8;M
2012-08;C01;51;VARI_ANUA;2.3;M
2012-08;C01;52;VARI_ANUA;3.0;M
2012-08;C01;53;VARI_ANUA;4.1;M
2012-08;C01;54;VARI_ANUA;0.9;M
2012-08;C01;55;VARI_ANUA;-0.9;M
2012-08;C01;56;VARI_ANUA;0.6;M
2012-08;C01;57;VARI_ANUA;5.2;M
2012-09;108;01;VARI_ANUA;2.5;M
2012-09;108;02;VARI_ANUA;1.2;M
2012-09;108;03;VARI_ANUA;3.8;M
2012-09;108;04;VARI_ANUA;3.3;M
2012-09;108;05;VARI_ANUA;2.2;M
2012-09;108;06;VARI_ANUA;-1.2;M
2012-09;108;07;VARI_ANUA;2.3;M
2012-09;108;08;VARI_ANUA;0.0;M
2012-09;108;09;VARI_ANUA;2.1;M
2012-09;108;10;VARI_ANUA;18.6;M
2012-09;108;11;VARI_ANUA;0.9;M
2012-09;108;12;VARI_ANUA;1.7;M
2012-09;108;13;VARI_ANUA;0.5;M
2012-09;108;14;VARI_ANUA;6.6;M
2012-09;108;15;VARI_ANUA;3.5;M
2012-09;108;16;VARI_ANUA;-1.0;M
2012-09;108;17;VARI_ANUA;3.7;M
2012-09;108;18;VARI_ANUA;7.1;M
2012-09;108;19;VARI_ANUA;3.8;M
2012-09;108;20;VARI_ANUA;1.8;M
2012-09;108;21;VARI_ANUA;2.2;M
2012-09;108;22;VARI_ANUA;1.7;M
2012-09;108;23;VARI_ANUA;2.8;M
2012-09;108;24;VARI_ANUA;7.9;M
2012-09;108;25;VARI_ANUA;1.1;M
2012-09;108;26;VARI_ANUA;-0.3;M
2012-09;108;27;VARI_ANUA;-1.1;M
2012-09;108;28;VARI_ANUA;0.0;M
2012-09;108;29;VARI_ANUA;0.5;M
2012-09;108;30;VARI_ANUA;0.7;M
2012-09;108;31;VARI_ANUA;0.3;M
2012-09;108;32;VARI_ANUA;2.3;M
2012-09;108;33;VARI_ANUA;0.4;M
2012-09;108;34;VARI_ANUA;13.4;M
2012-09;108;35;VARI_ANUA;1.9;M
2012-09;108;36;VARI_ANUA;0.5;M
2012-09;108;37;VARI_ANUA;-1.3;M
2012-09;108;38;VARI_ANUA;-0.6;M
2012-09;108;39;VARI_ANUA;1.0;M
2012-09;108;40;VARI_ANUA;2.6;M
2012-09;108;41;VARI_ANUA;2.0;M
2012-09;108;42;VARI_ANUA;1.6;M
2012-09;108;43;VARI_ANUA;20.7;M
2012-09;108;44;VARI_ANUA;6.3;M
2012-09;108;45;VARI_ANUA;9.6;M
2012-09;108;46;VARI_ANUA;5.2;M
2012-09;108;47;VARI_ANUA;-2.3;M
2012-09;108;48;VARI_ANUA;-4.2;M
2012-09;108;49;VARI_ANUA;0.8;M
2012-09;108;50;VARI_ANUA;5.5;M
2012-09;108;51;VARI_ANUA;2.6;M
2012-09;108;52;VARI_ANUA;3.0;M
2012-09;108;53;VARI_ANUA;4.3;M
2012-09;108;54;VARI_ANUA;1.6;M
2012-09;108;55;VARI_ANUA;1.0;M
2012-09;108;56;VARI_ANUA;1.4;M
2012-09;108;57;VARI_ANUA;6.9;M
2012-09;C01;01;VARI_ANUA;1.9;M
2012-09;C01;02;VARI_ANUA;0.7;M
2012-09;C01;03;VARI_ANUA;5.4;M
2012-09;C01;04;VARI_ANUA;4.6;M
2012-09;C01;05;VARI_ANUA;1.8;M
2012-09;C01;06;VARI_ANUA;-3.3;M
2012-09;C01;07;VARI_ANUA;2.9;M
2012-09;C01;08;VARI_ANUA;-1.2;M
2012-09;C01;09;VARI_ANUA;0.9;M
2012-09;C01;10;VARI_ANUA;19.9;M
2012-09;C01;11;VARI_ANUA;-1.4;M
2012-09;C01;12;VARI_ANUA;0.9;M
2012-09;C01;13;VARI_ANUA;-0.6;M
2012-09;C01;14;VARI_ANUA;10.1;M
2012-09;C01;15;VARI_ANUA;4.2;M
2012-09;C01;16;VARI_ANUA;-3.3;M
2012-09;C01;17;VARI_ANUA;4.1;M
2012-09;C01;18;VARI_ANUA;5.4;M
2012-09;C01;19;VARI_ANUA;3.9;M
2012-09;C01;20;VARI_ANUA;1.5;M
2012-09;C01;21;VARI_ANUA;1.5;M
2012-09;C01;22;VARI_ANUA;1.6;M
2012-09;C01;23;VARI_ANUA;1.5;M
2012-09;C01;24;VARI_ANUA;7.9;M
2012-09;C01;25;VARI_ANUA;1.5;M
2012-09;C01;26;VARI_ANUA;0.0;M
2012-09;C01;27;VARI_ANUA;-1.7;M
2012-09;C01;28;VARI_ANUA;-1.4;M
2012-09;C01;29;VARI_ANUA;0.1;M
2012-09;C01;30;VARI_ANUA;1.9;M
2012-09;C01;31;VARI_ANUA;-0.2;M
2012-09;C01;32;VARI_ANUA;2.2;M
2012-09;C01;33;VARI_ANUA;0.3;M
2012-09;C01;34;VARI_ANUA;13.0;M
2012-09;C01;35;VARI_ANUA;1.4;M
2012-09;C01;36;VARI_ANUA;0.8;M
2012-09;C01;37;VARI_ANUA;-0.6;M
2012-09;C01;38;VARI_ANUA;-1.4;M
2012-09;C01;39;VARI_ANUA;-0.7;M
2012-09;C01;40;VARI_ANUA;1.3;M
2012-09;C01;41;VARI_ANUA;1.3;M
2012-09;C01;42;VARI_ANUA;1.5;M
2012-09;C01;43;VARI_ANUA;20.3;M
2012-09;C01;44;VARI_ANUA;6.4;M
2012-09;C01;45;VARI_ANUA;2.9;M
2012-09;C01;46;VARI_ANUA;4.5;M
2012-09;C01;47;VARI_ANUA;-2.3;M
2012-09;C01;48;VARI_ANUA;-4.5;M
2012-09;C01;49;VARI_ANUA;0.6;M
2012-09;C01;50;VARI_ANUA;5.0;M
2012-09;C01;51;VARI_ANUA;2.4;M
2012-09;C01;52;VARI_ANUA;3.0;M
2012-09;C01;53;VARI_ANUA;4.1;M
2012-09;C01;54;VARI_ANUA;1.0;M
2012-09;C01;55;VARI_ANUA;0.5;M
2012-09;C01;56;VARI_ANUA;0.7;M
2012-09;C01;57;VARI_ANUA;6.8;M
2012-10;108;01;VARI_ANUA;2.7;M
2012-10;108;02;VARI_ANUA;1.3;M
2012-10;108;03;VARI_ANUA;3.1;M
2012-10;108;04;VARI_ANUA;1.6;M
2012-10;108;05;VARI_ANUA;3.3;M
2012-10;108;06;VARI_ANUA;-1.1;M
2012-10;108;07;VARI_ANUA;2.7;M
2012-10;108;08;VARI_ANUA;-1.2;M
2012-10;108;09;VARI_ANUA;2.4;M
2012-10;108;10;VARI_ANUA;19.0;M
2012-10;108;11;VARI_ANUA;1.5;M
2012-10;108;12;VARI_ANUA;2.1;M
2012-10;108;13;VARI_ANUA;5.3;M
2012-10;108;14;VARI_ANUA;6.2;M
2012-10;108;15;VARI_ANUA;3.7;M
2012-10;108;16;VARI_ANUA;0.1;M
2012-10;108;17;VARI_ANUA;3.8;M
2012-10;108;18;VARI_ANUA;9.2;M
2012-10;108;19;VARI_ANUA;2.9;M
2012-10;108;20;VARI_ANUA;4.2;M
2012-10;108;21;VARI_ANUA;2.1;M
2012-10;108;22;VARI_ANUA;1.6;M
2012-10;108;23;VARI_ANUA;3.5;M
2012-10;108;24;VARI_ANUA;6.2;M
2012-10;108;25;VARI_ANUA;0.8;M
2012-10;108;26;VARI_ANUA;0.0;M
2012-10;108;27;VARI_ANUA;-0.1;M
2012-10;108;28;VARI_ANUA;1.4;M
2012-10;108;29;VARI_ANUA;0.4;M
2012-10;108;30;VARI_ANUA;0.8;M
2012-10;108;31;VARI_ANUA;0.8;M
2012-10;108;32;VARI_ANUA;2.6;M
2012-10;108;33;VARI_ANUA;0.4;M
2012-10;108;34;VARI_ANUA;10.8;M
2012-10;108;35;VARI_ANUA;2.3;M
2012-10;108;36;VARI_ANUA;0.9;M
2012-10;108;37;VARI_ANUA;-0.5;M
2012-10;108;38;VARI_ANUA;0.3;M
2012-10;108;39;VARI_ANUA;1.2;M
2012-10;108;40;VARI_ANUA;2.7;M
2012-10;108;41;VARI_ANUA;2.1;M
2012-10;108;42;VARI_ANUA;1.6;M
2012-10;108;43;VARI_ANUA;20.7;M
2012-10;108;44;VARI_ANUA;5.6;M
2012-10;108;45;VARI_ANUA;9.4;M
2012-10;108;46;VARI_ANUA;5.1;M
2012-10;108;47;VARI_ANUA;-1.7;M
2012-10;108;48;VARI_ANUA;-3.9;M
2012-10;108;49;VARI_ANUA;1.0;M
2012-10;108;50;VARI_ANUA;8.0;M
2012-10;108;51;VARI_ANUA;2.7;M
2012-10;108;52;VARI_ANUA;3.1;M
2012-10;108;53;VARI_ANUA;22.4;M
2012-10;108;54;VARI_ANUA;1.7;M
2012-10;108;55;VARI_ANUA;2.4;M
2012-10;108;56;VARI_ANUA;1.5;M
2012-10;108;57;VARI_ANUA;8.0;M
2012-10;C01;01;VARI_ANUA;2.0;M
2012-10;C01;02;VARI_ANUA;0.8;M
2012-10;C01;03;VARI_ANUA;3.8;M
2012-10;C01;04;VARI_ANUA;3.1;M
2012-10;C01;05;VARI_ANUA;2.0;M
2012-10;C01;06;VARI_ANUA;-2.8;M
2012-10;C01;07;VARI_ANUA;3.1;M
2012-10;C01;08;VARI_ANUA;-1.2;M
2012-10;C01;09;VARI_ANUA;2.2;M
2012-10;C01;10;VARI_ANUA;20.1;M
2012-10;C01;11;VARI_ANUA;-0.3;M
2012-10;C01;12;VARI_ANUA;1.0;M
2012-10;C01;13;VARI_ANUA;1.2;M
2012-10;C01;14;VARI_ANUA;8.5;M
2012-10;C01;15;VARI_ANUA;4.8;M
2012-10;C01;16;VARI_ANUA;0.1;M
2012-10;C01;17;VARI_ANUA;3.1;M
2012-10;C01;18;VARI_ANUA;5.9;M
2012-10;C01;19;VARI_ANUA;3.1;M
2012-10;C01;20;VARI_ANUA;3.8;M
2012-10;C01;21;VARI_ANUA;1.6;M
2012-10;C01;22;VARI_ANUA;2.1;M
2012-10;C01;23;VARI_ANUA;1.9;M
2012-10;C01;24;VARI_ANUA;6.3;M
2012-10;C01;25;VARI_ANUA;0.9;M
2012-10;C01;26;VARI_ANUA;-0.1;M
2012-10;C01;27;VARI_ANUA;-0.6;M
2012-10;C01;28;VARI_ANUA;0.4;M
2012-10;C01;29;VARI_ANUA;1.1;M
2012-10;C01;30;VARI_ANUA;2.3;M
2012-10;C01;31;VARI_ANUA;0.3;M
2012-10;C01;32;VARI_ANUA;3.1;M
2012-10;C01;33;VARI_ANUA;0.4;M
2012-10;C01;34;VARI_ANUA;10.3;M
2012-10;C01;35;VARI_ANUA;1.8;M
2012-10;C01;36;VARI_ANUA;1.4;M
2012-10;C01;37;VARI_ANUA;-0.3;M
2012-10;C01;38;VARI_ANUA;-0.4;M
2012-10;C01;39;VARI_ANUA;0.2;M
2012-10;C01;40;VARI_ANUA;1.5;M
2012-10;C01;41;VARI_ANUA;1.2;M
2012-10;C01;42;VARI_ANUA;1.8;M
2012-10;C01;43;VARI_ANUA;19.9;M
2012-10;C01;44;VARI_ANUA;5.7;M
2012-10;C01;45;VARI_ANUA;2.8;M
2012-10;C01;46;VARI_ANUA;5.2;M
2012-10;C01;47;VARI_ANUA;-1.8;M
2012-10;C01;48;VARI_ANUA;-4.1;M
2012-10;C01;49;VARI_ANUA;0.7;M
2012-10;C01;50;VARI_ANUA;4.8;M
2012-10;C01;51;VARI_ANUA;2.5;M
2012-10;C01;52;VARI_ANUA;3.4;M
2012-10;C01;53;VARI_ANUA;22.2;M
2012-10;C01;54;VARI_ANUA;0.7;M
2012-10;C01;55;VARI_ANUA;1.9;M
2012-10;C01;56;VARI_ANUA;0.7;M
2012-10;C01;57;VARI_ANUA;8.2;M
2012-11;108;01;VARI_ANUA;2.3;M
2012-11;108;02;VARI_ANUA;1.2;M
2012-11;108;03;VARI_ANUA;2.7;M
2012-11;108;04;VARI_ANUA;-0.6;M
2012-11;108;05;VARI_ANUA;3.8;M
2012-11;108;06;VARI_ANUA;0.9;M
2012-11;108;07;VARI_ANUA;2.8;M
2012-11;108;08;VARI_ANUA;-0.6;M
2012-11;108;09;VARI_ANUA;2.2;M
2012-11;108;10;VARI_ANUA;19.2;M
2012-11;108;11;VARI_ANUA;1.7;M
2012-11;108;12;VARI_ANUA;1.1;M
2012-11;108;13;VARI_ANUA;13.2;M
2012-11;108;14;VARI_ANUA;6.2;M
2012-11;108;15;VARI_ANUA;2.9;M
2012-11;108;16;VARI_ANUA;2.3;M
2012-11;108;17;VARI_ANUA;3.4;M
2012-11;108;18;VARI_ANUA;13.3;M
2012-11;108;19;VARI_ANUA;2.2;M
2012-11;108;20;VARI_ANUA;3.6;M
2012-11;108;21;VARI_ANUA;1.9;M
2012-11;108;22;VARI_ANUA;1.3;M
2012-11;108;23;VARI_ANUA;3.6;M
2012-11;108;24;VARI_ANUA;5.7;M
2012-11;108;25;VARI_ANUA;0.7;M
2012-11;108;26;VARI_ANUA;0.2;M
2012-11;108;27;VARI_ANUA;-0.2;M
2012-11;108;28;VARI_ANUA;2.0;M
2012-11;108;29;VARI_ANUA;0.8;M
2012-11;108;30;VARI_ANUA;0.8;M
2012-11;108;31;VARI_ANUA;0.5;M
2012-11;108;32;VARI_ANUA;2.7;M
2012-11;108;33;VARI_ANUA;0.4;M
2012-11;108;34;VARI_ANUA;10.3;M
2012-11;108;35;VARI_ANUA;2.2;M
2012-11;108;36;VARI_ANUA;0.8;M
2012-11;108;37;VARI_ANUA;-0.6;M
2012-11;108;38;VARI_ANUA;0.5;M
2012-11;108;39;VARI_ANUA;1.5;M
2012-11;108;40;VARI_ANUA;2.2;M
2012-11;108;41;VARI_ANUA;2.2;M
2012-11;108;42;VARI_ANUA;1.6;M
2012-11;108;43;VARI_ANUA;27.5;M
2012-11;108;44;VARI_ANUA;2.3;M
2012-11;108;45;VARI_ANUA;9.4;M
2012-11;108;46;VARI_ANUA;5.9;M
2012-11;108;47;VARI_ANUA;-2.7;M
2012-11;108;48;VARI_ANUA;-3.9;M
2012-11;108;49;VARI_ANUA;0.6;M
2012-11;108;50;VARI_ANUA;6.6;M
2012-11;108;51;VARI_ANUA;2.7;M
2012-11;108;52;VARI_ANUA;3.1;M
2012-11;108;53;VARI_ANUA;22.4;M
2012-11;108;54;VARI_ANUA;1.7;M
2012-11;108;55;VARI_ANUA;2.8;M
2012-11;108;56;VARI_ANUA;1.2;M
2012-11;108;57;VARI_ANUA;7.7;M
2012-11;C01;01;VARI_ANUA;1.8;M
2012-11;C01;02;VARI_ANUA;0.7;M
2012-11;C01;03;VARI_ANUA;2.8;M
2012-11;C01;04;VARI_ANUA;1.1;M
2012-11;C01;05;VARI_ANUA;2.5;M
2012-11;C01;06;VARI_ANUA;-0.4;M
2012-11;C01;07;VARI_ANUA;2.7;M
2012-11;C01;08;VARI_ANUA;-1.1;M
2012-11;C01;09;VARI_ANUA;2.4;M
2012-11;C01;10;VARI_ANUA;20.6;M
2012-11;C01;11;VARI_ANUA;0.1;M
2012-11;C01;12;VARI_ANUA;-0.2;M
2012-11;C01;13;VARI_ANUA;9.7;M
2012-11;C01;14;VARI_ANUA;8.1;M
2012-11;C01;15;VARI_ANUA;4.1;M
2012-11;C01;16;VARI_ANUA;1.7;M
2012-11;C01;17;VARI_ANUA;3.1;M
2012-11;C01;18;VARI_ANUA;12.0;M
2012-11;C01;19;VARI_ANUA;1.3;M
2012-11;C01;20;VARI_ANUA;3.2;M
2012-11;C01;21;VARI_ANUA;1.3;M
2012-11;C01;22;VARI_ANUA;1.0;M
2012-11;C01;23;VARI_ANUA;1.8;M
2012-11;C01;24;VARI_ANUA;6.3;M
2012-11;C01;25;VARI_ANUA;0.7;M
2012-11;C01;26;VARI_ANUA;0.5;M
2012-11;C01;27;VARI_ANUA;-1.2;M
2012-11;C01;28;VARI_ANUA;1.6;M
2012-11;C01;29;VARI_ANUA;1.2;M
2012-11;C01;30;VARI_ANUA;1.8;M
2012-11;C01;31;VARI_ANUA;-0.9;M
2012-11;C01;32;VARI_ANUA;3.0;M
2012-11;C01;33;VARI_ANUA;0.3;M
2012-11;C01;34;VARI_ANUA;10.2;M
2012-11;C01;35;VARI_ANUA;2.1;M
2012-11;C01;36;VARI_ANUA;1.1;M
2012-11;C01;37;VARI_ANUA;-0.1;M
2012-11;C01;38;VARI_ANUA;-0.2;M
2012-11;C01;39;VARI_ANUA;1.1;M
2012-11;C01;40;VARI_ANUA;1.4;M
2012-11;C01;41;VARI_ANUA;1.3;M
2012-11;C01;42;VARI_ANUA;1.7;M
2012-11;C01;43;VARI_ANUA;27.3;M
2012-11;C01;44;VARI_ANUA;2.0;M
2012-11;C01;45;VARI_ANUA;2.8;M
2012-11;C01;46;VARI_ANUA;5.8;M
2012-11;C01;47;VARI_ANUA;-2.8;M
2012-11;C01;48;VARI_ANUA;-4.2;M
2012-11;C01;49;VARI_ANUA;0.1;M
2012-11;C01;50;VARI_ANUA;6.5;M
2012-11;C01;51;VARI_ANUA;2.4;M
2012-11;C01;52;VARI_ANUA;3.3;M
2012-11;C01;53;VARI_ANUA;22.2;M
2012-11;C01;54;VARI_ANUA;0.6;M
2012-11;C01;55;VARI_ANUA;2.5;M
2012-11;C01;56;VARI_ANUA;0.6;M
2012-11;C01;57;VARI_ANUA;8.1;M
2012-12;108;01;VARI_ANUA;1.9;M
2012-12;108;02;VARI_ANUA;1.2;M
2012-12;108;03;VARI_ANUA;2.4;M
2012-12;108;04;VARI_ANUA;-1.0;M
2012-12;108;05;VARI_ANUA;4.2;M
2012-12;108;06;VARI_ANUA;2.4;M
2012-12;108;07;VARI_ANUA;3.0;M
2012-12;108;08;VARI_ANUA;-1.6;M
2012-12;108;09;VARI_ANUA;2.1;M
2012-12;108;10;VARI_ANUA;19.0;M
2012-12;108;11;VARI_ANUA;1.4;M
2012-12;108;12;VARI_ANUA;0.9;M
2012-12;108;13;VARI_ANUA;16.0;M
2012-12;108;14;VARI_ANUA;3.5;M
2012-12;108;15;VARI_ANUA;2.9;M
2012-12;108;16;VARI_ANUA;9.7;M
2012-12;108;17;VARI_ANUA;3.3;M
2012-12;108;18;VARI_ANUA;16.9;M
2012-12;108;19;VARI_ANUA;1.4;M
2012-12;108;20;VARI_ANUA;3.3;M
2012-12;108;21;VARI_ANUA;1.7;M
